MSSubClass,MSZoning,LotFrontage,LotArea,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtUnfSF,Heating,HeatingQC,CentralAir,Electrical,LowQualFinSF,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,FireplaceQu,GarageType,GarageFinish,GarageCars,GarageQual,GarageCond,PavedDrive,WoodDeckSF,MiscVal,MoSold,SaleType,SaleCondition,SalePrice,BsmtFinType1_BLQ,BsmtFinType1_GLQ,BsmtFinType1_LwQ,BsmtFinType1_NoBasement,BsmtFinType1_Rec,BsmtFinType1_Unf,BsmtFinType2_BLQ,BsmtFinType2_GLQ,BsmtFinType2_LwQ,BsmtFinType2_NoBasement,BsmtFinType2_Rec,BsmtFinType2_Unf,TotalPorchSF,TotalArea,LivingToLotRatio,TotalFinSF,RemodAge,GarageAge,IsNew,IsRemodeled,OverallScore,HasFireplace,HasPool,HasGarage,HasBsmt,Has2ndFloor,IsPaved
60,RL,,16659,IR1,Lvl,AllPub,Corner,Gtl,NWAmes,PosA,Norm,1Fam,2Story,Gable,CompShg,Plywood,Plywood,34.0,3,3,CBlock,3,3,0,0,GasA,2,Y,SBrkr,0,1,0,2,1,3,1,4,9,Typ,3,Attchd,Fin,2,3,3,Y,0,0,3,WD,Normal,235000,False,False,False,False,False,False,False,False,False,False,False,True,250,3597,0.13584248754427036,3058,12,29.0,0,1,7.0,1,0,1,1,1,1
20,RL,80.0,9600,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,Hip,CompShg,HdBoard,HdBoard,238.0,3,3,CBlock,3,3,0,131,GasA,3,Y,SBrkr,0,1,0,1,0,3,1,3,7,Typ,4,Attchd,Fin,2,3,3,Y,110,0,10,WD,Normal,167000,False,True,False,False,False,False,False,False,False,False,False,True,0,3478,0.17125,2929,56,56.0,0,0,5.699999999999999,1,0,1,1,0,1
80,RL,37.0,7937,IR1,Lvl,AllPub,CulDSac,Gtl,Mitchel,Norm,Norm,1Fam,SLvl,Gable,CompShg,HdBoard,HdBoard,0.0,3,3,CBlock,3,3,2,184,GasA,3,Y,SBrkr,0,1,0,1,0,3,1,3,6,Typ,0,Detchd,Unf,2,3,3,Y,120,0,3,WD,Normal,142500,False,True,False,False,False,False,False,False,False,False,False,True,0,2594,0.12637016504976692,1822,22,22.0,0,0,5.999999999999999,0,0,1,1,0,1
50,RM,75.0,13710,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,Wd Sdng,Wd Sdng,0.0,3,3,CBlock,3,3,0,490,GasA,3,Y,FuseA,0,0,0,1,1,4,1,3,6,Typ,0,Attchd,Unf,1,3,3,Y,289,0,6,WD,Normal,152000,True,False,False,False,False,False,False,False,False,False,False,True,0,2750,0.11363967906637491,1978,57,57.0,0,0,5.0,0,0,1,1,1,1
60,FV,66.0,7399,IR1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,Hip,CompShg,VinylSd,VinylSd,1600.0,4,3,PConc,4,3,0,326,GasA,5,Y,SBrkr,0,0,0,2,1,3,1,4,7,Typ,3,Detchd,RFn,2,3,3,Y,0,0,6,WD,Normal,239000,True,False,False,False,False,False,False,False,False,False,False,True,208,3501,0.26354912826057575,2599,9,10.0,0,1,6.3999999999999995,1,0,1,1,1,1
60,RL,90.0,11700,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,2Story,Mansard,CompShg,HdBoard,AsphShn,365.0,4,3,CBlock,3,3,0,143,GasA,4,Y,SBrkr,0,0,1,1,2,3,1,3,7,Typ,4,Attchd,Unf,2,3,3,Y,224,0,6,WD,Normal,175000,False,False,False,False,False,False,False,False,False,False,True,False,0,2984,0.14897435897435898,2302,39,39.0,0,0,5.999999999999999,1,0,1,1,1,1
20,RL,80.0,14000,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1Story,Gable,CompShg,HdBoard,HdBoard,0.0,3,4,CBlock,3,3,0,1092,GasA,5,Y,SBrkr,0,0,1,1,0,3,1,4,6,Typ,4,Attchd,Unf,1,3,3,Y,0,0,8,WD,Family,158500,False,False,False,False,False,True,False,False,False,False,False,True,36,2544,0.08228571428571428,1152,5,59.0,0,1,6.6,1,0,1,1,0,1
190,RL,90.0,15750,Reg,Lvl,AllPub,Corner,Gtl,Crawfor,Norm,Norm,2fmCon,1Story,Hip,CompShg,MetalSd,MetalSd,56.0,3,3,CBlock,3,3,1,324,GasA,3,Y,SBrkr,0,1,0,1,0,2,1,3,5,Typ,4,Attchd,Unf,1,3,3,Y,0,0,6,WD,Normal,157000,True,False,False,False,False,False,False,False,False,False,False,True,0,2876,0.08482539682539683,2177,53,53.0,0,0,5.0,1,0,1,1,0,1
60,RL,66.0,16226,IR3,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,0.0,4,3,PConc,4,3,0,747,GasA,5,Y,SBrkr,0,0,0,2,1,4,1,4,9,Typ,3,BuiltIn,Fin,2,3,3,Y,208,0,5,WD,Normal,267000,False,True,False,False,False,False,False,False,False,False,False,True,50,4163,0.1511154936521632,2733,8,9.0,0,1,7.1,1,0,1,1,1,1
20,RL,118.0,13704,IR1,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,150.0,4,3,PConc,4,3,0,1541,GasA,5,Y,SBrkr,0,0,0,2,0,3,1,4,6,Typ,3,Attchd,RFn,3,3,3,Y,468,0,1,WD,Normal,205000,False,False,False,False,False,True,False,False,False,False,False,True,81,3925,0.11244892002335084,1541,4,5.0,0,1,6.3999999999999995,1,0,1,1,0,1
20,RL,70.0,9800,Reg,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,0.0,3,3,PConc,3,3,0,0,GasA,3,Y,SBrkr,0,1,0,1,0,3,1,3,5,Typ,0,Attchd,Unf,2,3,3,Y,256,0,7,WD,Abnorml,149900,False,False,False,False,False,False,False,False,False,False,False,True,0,2340,0.09122448979591836,1788,34,31.0,0,0,5.6,0,0,1,1,0,1
75,RM,87.0,18386,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2.5Fin,Gable,CompShg,CemntBd,CmentBd,0.0,3,3,BrkTil,3,3,0,1470,GasA,5,Y,SBrkr,0,0,0,3,0,3,1,4,10,Typ,5,Attchd,Unf,3,3,3,Y,302,0,5,WD,Normal,295000,False,False,False,False,False,True,False,False,False,False,False,True,0,5833,0.1899815076688785,3493,6,5.0,0,1,7.6,1,0,1,1,1,1
20,RL,80.0,10386,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,Gable,CompShg,CemntBd,CmentBd,246.0,4,3,PConc,4,3,0,536,GasA,5,Y,SBrkr,0,1,0,2,0,3,1,4,8,Typ,0,Attchd,Fin,3,3,3,Y,168,0,7,WD,Normal,305900,False,True,False,False,False,False,False,False,False,False,False,True,0,4888,0.19256691700365877,3464,2,3.0,0,1,7.1,0,0,1,1,0,1
60,RL,116.0,13474,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Feedr,Norm,1Fam,2Story,Gable,CompShg,HdBoard,Plywood,246.0,4,3,CBlock,4,3,0,0,GasA,4,Y,SBrkr,0,1,0,2,1,4,1,4,8,Typ,3,Attchd,RFn,3,3,3,Y,127,0,6,WD,Normal,225000,False,False,False,False,False,False,False,False,False,False,False,True,268,3689,0.16646875463856317,2943,16,17.0,0,1,6.3999999999999995,1,0,1,1,1,1
50,RM,,7920,IR1,Lvl,AllPub,Inside,Gtl,IDOTRR,Artery,Norm,1Fam,1.5Fin,Gable,CompShg,MetalSd,MetalSd,0.0,3,2,CBlock,3,3,0,319,GasA,3,Y,FuseA,0,0,0,1,0,3,1,2,6,Typ,0,,,0,0,0,N,0,0,3,WD,Normal,89500,False,False,False,False,False,True,False,False,False,False,False,True,144,1725,0.17752525252525253,1406,58,,0,1,6.299999999999999,0,0,0,1,1,1
30,RL,,12342,IR1,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,0.0,3,3,CBlock,3,3,0,599,GasA,5,Y,SBrkr,0,0,0,1,0,1,1,3,4,Typ,0,Detchd,Unf,2,3,3,Y,158,0,3,WD,Normal,82500,True,False,False,False,False,False,False,False,False,False,False,True,0,2261,0.06976178901312591,1123,59,48.0,0,1,4.3,0,0,1,1,0,1
20,RL,90.0,12378,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,0.0,4,3,PConc,5,3,3,622,GasA,5,Y,SBrkr,0,1,0,2,0,3,1,5,8,Typ,5,Attchd,Fin,3,3,3,Y,208,0,11,WD,Normal,360000,False,True,False,False,False,False,False,False,False,False,False,True,175,4548,0.1570528356761997,3218,2,3.0,0,1,7.8,1,0,1,1,0,1
60,RL,,7685,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,Gable,CompShg,HdBoard,HdBoard,112.0,3,3,PConc,4,3,0,179,GasA,4,Y,SBrkr,0,0,0,2,1,3,1,4,6,Typ,3,Attchd,Fin,2,3,3,Y,190,0,5,WD,Normal,165600,False,False,False,False,False,False,False,False,False,False,False,True,63,2618,0.19531554977228366,2019,12,13.0,0,1,5.699999999999999,1,0,1,1,1,1
20,RL,50.0,8000,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,0.0,3,4,CBlock,3,3,0,292,GasA,5,Y,SBrkr,0,1,0,1,0,2,1,3,5,Typ,4,Detchd,Unf,1,3,3,Y,0,0,5,WD,Normal,132000,False,False,False,False,False,False,False,False,False,False,False,True,0,2184,0.1215,1652,7,61.0,0,1,5.999999999999999,1,0,1,1,0,1
190,RM,65.0,7800,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Artery,Norm,2fmCon,1.5Fin,Gable,CompShg,MetalSd,MetalSd,0.0,3,3,CBlock,4,3,1,286,GasA,3,Y,SBrkr,0,1,0,1,0,3,1,3,5,Typ,4,Detchd,Unf,2,3,3,Y,0,0,5,WD,Normal,119900,False,False,False,False,True,False,False,False,False,False,False,True,271,2321,0.14333333333333334,1625,56,67.0,0,1,5.6,1,0,1,1,1,1
20,RL,150.0,215245,IR3,Low,AllPub,Inside,Sev,Timber,Norm,Norm,1Fam,1Story,Hip,CompShg,BrkFace,BrkFace,0.0,3,3,CBlock,4,3,3,80,GasW,3,Y,SBrkr,0,2,0,2,0,3,1,3,8,Typ,4,Attchd,RFn,2,3,3,Y,0,0,6,WD,Normal,375000,False,False,False,False,False,False,False,False,False,False,True,False,0,4685,0.009458988594392436,4092,44,44.0,0,0,6.3999999999999995,1,0,1,1,0,1
70,RM,60.0,9600,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,Gable,CompShg,Wd Sdng,Wd Sdng,0.0,3,3,BrkTil,3,4,0,712,GasA,5,Y,SBrkr,0,0,1,1,1,3,1,5,6,Typ,4,Detchd,Unf,2,2,3,Y,0,0,8,WD,Normal,178000,False,False,True,False,False,False,False,False,False,False,False,True,234,2915,0.1709375,1657,16,81.0,0,1,7.0,1,0,1,1,1,1
60,RL,71.0,7795,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,0.0,4,3,PConc,4,3,0,291,GasA,5,Y,SBrkr,0,1,0,2,1,3,1,4,6,Typ,4,Attchd,Fin,2,3,3,Y,100,0,7,WD,Normal,188500,False,True,False,False,False,False,False,False,False,False,False,True,51,2580,0.18370750481077613,1857,4,5.0,0,1,6.3999999999999995,1,0,1,1,1,1
60,RL,94.0,13005,IR1,Lvl,AllPub,Corner,Gtl,NWAmes,Norm,Norm,1Fam,2Story,Gable,CompShg,CemntBd,CmentBd,278.0,4,3,CBlock,4,3,0,153,GasA,3,Y,SBrkr,0,1,0,2,1,4,1,5,10,Typ,3,Attchd,RFn,2,3,3,Y,288,0,8,WD,Normal,260000,False,True,False,False,False,False,False,False,False,False,False,True,195,3682,0.18093041138023838,3045,29,26.0,0,0,7.0,1,0,1,1,1,1
60,FV,75.0,9000,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,0.0,4,3,PConc,4,3,2,1088,GasA,5,Y,SBrkr,0,0,0,2,1,3,1,4,8,Typ,4,Attchd,RFn,3,3,3,Y,208,0,12,WD,Normal,270000,False,False,False,False,False,True,False,False,False,False,False,True,46,4072,0.21766666666666667,1959,1,1.0,0,0,7.1,1,0,1,1,1,1
60,RL,90.0,9900,Reg,Low,AllPub,Inside,Mod,NoRidge,Norm,Norm,1Fam,2Story,Gable,CompShg,HdBoard,HdBoard,256.0,4,3,PConc,4,3,3,360,GasA,5,Y,SBrkr,0,1,0,2,1,4,1,4,9,Typ,3,Attchd,RFn,3,3,3,Y,340,0,4,WD,Normal,260000,False,True,False,False,False,False,False,False,False,False,False,True,204,4649,0.2672727272727273,3633,16,16.0,0,0,6.3999999999999995,1,0,1,1,1,1
80,RL,,14115,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,SLvl,Gable,CompShg,Plywood,Plywood,225.0,3,3,CBlock,4,3,2,336,GasA,3,Y,SBrkr,0,1,0,2,0,3,1,3,6,Typ,3,Attchd,Unf,2,3,3,Y,233,0,6,WD,Normal,187500,False,True,False,False,False,False,False,False,False,False,False,True,48,3432,0.1042862203329791,2508,29,29.0,0,0,6.3999999999999995,1,0,1,1,0,1
60,RL,111.0,16259,Reg,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,370.0,3,3,PConc,5,4,2,1249,GasA,5,Y,SBrkr,0,0,0,3,1,4,1,4,9,Typ,0,Attchd,RFn,3,3,3,Y,240,0,9,New,Partial,342643,False,False,False,False,False,True,False,False,False,False,False,True,154,4685,0.15966541607724952,2596,0,0.0,1,0,7.8,0,0,1,1,1,1
60,RL,99.0,12099,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,388.0,4,3,PConc,5,3,2,166,GasA,5,Y,SBrkr,0,1,0,2,1,4,1,4,10,Typ,4,BuiltIn,Fin,3,3,3,Y,184,0,6,WD,Normal,354000,False,True,False,False,False,False,False,False,False,False,False,True,154,4476,0.20398380031407554,3438,3,3.0,0,0,7.1,1,0,1,1,1,1
60,RL,86.0,10380,IR1,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,Gable,CompShg,Plywood,Plywood,172.0,4,3,CBlock,3,3,3,0,GasA,5,Y,SBrkr,0,1,0,2,1,4,1,4,8,Typ,3,Attchd,Fin,2,3,3,Y,201,0,8,WD,Normal,301000,False,False,True,False,False,False,False,False,False,False,False,False,96,4808,0.2630057803468208,4232,20,20.0,0,1,6.3999999999999995,1,0,1,1,1,1
20,RM,49.0,5820,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,0.0,3,4,CBlock,3,3,0,906,GasA,5,Y,SBrkr,0,1,0,1,0,3,1,3,6,Typ,0,Attchd,Unf,1,2,3,Y,142,0,7,WD,Normal,126175,False,False,False,False,False,False,False,False,False,False,False,True,98,2545,0.1998281786941581,1419,1,51.0,0,1,4.5,0,0,1,1,0,1
80,RL,96.0,11275,Reg,Lvl,AllPub,Corner,Gtl,NAmes,PosN,Norm,1Fam,SLvl,Mansard,WdShake,Wd Sdng,Wd Sdng,300.0,4,4,CBlock,4,3,0,710,GasA,5,Y,SBrkr,0,0,0,2,1,5,1,4,11,Typ,4,BuiltIn,Fin,2,3,3,Y,240,0,6,WD,Normal,242000,False,False,False,False,False,True,False,False,False,False,False,True,0,4252,0.2641241685144124,2978,3,49.0,0,1,7.0,1,0,1,1,1,1
45,RM,50.0,5000,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,RRAe,Norm,1Fam,1.5Unf,Gable,CompShg,MetalSd,MetalSd,0.0,3,3,CBlock,3,3,2,604,GasA,1,N,FuseF,0,0,0,1,0,2,1,3,5,Typ,0,Detchd,Unf,2,3,3,Y,0,0,12,WD,Normal,87000,True,False,False,False,False,False,False,False,False,False,False,True,244,1883,0.1606,919,57,66.0,0,1,5.3,0,0,1,1,0,1
120,RL,32.0,10846,IR1,Lvl,AllPub,CulDSac,Gtl,Veenker,Norm,Norm,TwnhsE,1Story,Gable,CompShg,BrkFace,BrkFace,0.0,4,3,PConc,4,3,3,100,GasA,5,Y,SBrkr,0,2,0,1,1,1,1,4,6,Typ,4,Attchd,Fin,2,3,3,Y,122,0,5,Con,Normal,324000,False,True,False,False,False,False,False,False,False,False,False,True,30,3911,0.15849160981006824,3338,15,15.0,0,0,7.1,1,0,1,1,0,1
20,RL,80.0,11600,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,Hip,CompShg,Wd Sdng,Wd Sdng,175.0,3,3,CBlock,3,3,0,818,GasA,3,Y,SBrkr,0,0,0,1,1,3,1,3,7,Typ,0,Attchd,RFn,1,3,3,Y,0,0,4,WD,Normal,145250,False,False,False,False,True,False,False,False,False,False,False,True,45,3058,0.11922413793103448,1948,46,46.0,0,0,5.699999999999999,0,0,1,1,0,1
75,RL,,11888,IR1,Bnk,AllPub,Inside,Gtl,BrkSide,PosN,Norm,1Fam,2.5Unf,Gable,CompShg,Wd Sdng,Wd Shng,0.0,3,3,BrkTil,3,3,0,844,GasA,4,N,FuseA,0,0,0,2,0,5,1,4,10,Typ,0,Detchd,Unf,2,3,3,Y,0,0,7,WD,Normal,214500,False,False,False,False,False,True,False,False,False,False,False,True,328,3419,0.17950874831763122,2134,15,79.0,0,1,5.999999999999999,0,0,1,1,1,1
70,RM,60.0,6402,Reg,Lvl,AllPub,Corner,Gtl,IDOTRR,Norm,Norm,1Fam,2Story,Gable,CompShg,Wd Sdng,Wd Shng,0.0,3,3,PConc,3,3,1,596,GasA,3,N,SBrkr,0,0,0,1,0,3,1,3,6,Typ,0,Detchd,Unf,1,2,2,N,0,0,7,WD,Normal,78000,False,False,False,False,False,True,False,False,False,False,False,True,137,1977,0.18619181505779445,1192,59,89.0,0,1,5.0,0,0,1,1,1,1
90,RL,,10624,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,Duplex,1Story,Gable,CompShg,HdBoard,HdBoard,84.0,3,3,CBlock,3,3,0,1424,GasA,3,Y,SBrkr,0,0,1,2,0,6,2,3,10,Typ,0,Detchd,Unf,1,3,3,Y,155,0,11,WD,Normal,119000,False,True,False,False,False,False,False,False,False,False,True,False,0,3808,0.16265060240963855,2032,43,5.0,0,0,4.7,0,0,1,1,0,1
20,RL,70.0,8176,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,Wd Sdng,Wd Sdng,0.0,3,3,CBlock,3,3,0,210,GasA,2,Y,SBrkr,0,1,0,1,0,3,1,3,6,Typ,0,Attchd,RFn,1,3,3,Y,0,0,8,WD,Normal,139000,False,False,False,False,True,False,False,False,False,False,False,True,0,2420,0.12915851272015655,1902,15,49.0,0,1,5.3,0,0,1,1,0,1
20,RL,85.0,10655,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,296.0,4,3,PConc,4,3,0,1603,GasA,5,Y,SBrkr,0,1,0,2,0,3,1,4,7,Typ,4,Attchd,RFn,3,3,3,Y,0,0,10,WD,Normal,284000,False,True,False,False,False,False,False,False,False,True,False,False,0,5715,0.15288596902862506,3232,5,6.0,0,1,7.1,1,0,1,1,0,1
120,RM,59.0,8198,Reg,Lvl,AllPub,FR3,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,Gable,CompShg,VinylSd,VinylSd,146.0,4,3,PConc,4,3,2,638,GasA,5,Y,SBrkr,0,1,0,2,0,2,1,4,6,Typ,4,Attchd,RFn,2,3,3,Y,192,0,7,WD,Normal,207000,False,True,False,False,False,False,False,False,False,False,False,True,30,3200,0.16565015857526225,2078,4,4.0,0,0,6.3999999999999995,1,0,1,1,0,1
60,RL,59.0,9042,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,0.0,3,3,PConc,4,3,3,115,GasA,4,Y,SBrkr,0,1,0,2,1,3,1,3,7,Typ,3,Attchd,Fin,2,3,3,Y,100,0,7,WD,Normal,192000,False,True,False,False,False,False,False,False,False,False,False,True,38,3053,0.18115461181154613,2466,10,10.0,0,0,5.699999999999999,1,0,1,1,1,1
190,RL,,164660,IR1,HLS,AllPub,Corner,Sev,Timber,Norm,Norm,2fmCon,1.5Fin,Gable,CompShg,Plywood,Plywood,0.0,3,3,CBlock,3,3,3,103,GasA,5,Y,SBrkr,0,2,0,2,0,3,1,3,7,Typ,4,Attchd,Fin,2,3,3,Y,670,700,8,WD,Normal,228950,False,False,False,False,False,False,True,False,False,False,False,False,0,3814,0.010846592979472854,3182,43,43.0,0,0,5.3,1,0,1,1,1,0
20,RL,86.0,14157,IR1,HLS,AllPub,Corner,Gtl,StoneBr,Norm,Norm,1Fam,1Story,Hip,CompShg,VinylSd,VinylSd,200.0,4,3,PConc,5,3,3,673,GasA,5,Y,SBrkr,0,1,0,2,0,3,1,4,8,Typ,4,Attchd,Fin,3,3,3,Y,178,0,7,WD,Normal,377426,False,True,False,False,False,False,False,False,False,False,False,True,51,4520,0.13576322667231758,3171,1,2.0,0,1,7.8,1,0,1,1,0,1
20,RL,70.0,9135,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,113.0,4,3,PConc,4,3,2,726,GasA,5,Y,SBrkr,0,1,0,2,0,3,1,4,7,Typ,0,Attchd,RFn,2,3,3,Y,192,0,12,WD,Normal,214000,False,True,False,False,False,False,False,False,False,False,False,True,74,3604,0.16814449917898194,2346,5,6.0,0,1,6.3999999999999995,0,0,1,1,0,1
20,RL,91.0,14145,Reg,Lvl,AllPub,Corner,Gtl,NWAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,Wd Sdng,Wd Sdng,0.0,4,3,CBlock,4,3,1,995,GasA,5,Y,SBrkr,0,1,0,2,0,3,1,4,8,Typ,0,Attchd,RFn,2,3,3,Y,108,400,5,WD,Normal,202500,False,False,False,False,False,False,False,False,False,False,False,True,45,3269,0.11459879816189467,1834,8,22.0,0,1,7.0,0,0,1,1,0,1
20,RL,66.0,12400,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Feedr,Norm,1Fam,1Story,Hip,CompShg,Wd Sdng,Wd Sdng,176.0,3,3,CBlock,3,2,0,630,GasA,3,Y,FuseA,0,0,0,1,0,3,1,3,6,Typ,0,Attchd,Unf,1,3,3,Y,0,0,6,WD,Normal,155000,False,False,False,False,True,False,False,False,False,False,False,True,234,2727,0.09798387096774193,1800,11,51.0,0,1,6.299999999999999,0,0,1,1,0,1
60,RL,85.0,14191,Reg,Lvl,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,0.0,4,3,PConc,4,3,0,967,GasA,5,Y,SBrkr,0,0,0,2,1,4,1,4,9,Typ,0,Attchd,Fin,2,3,3,Y,135,0,4,WD,Normal,202900,False,False,False,False,False,True,False,False,False,False,False,True,0,3306,0.13445141286731027,1908,8,8.0,0,0,7.1,0,0,1,1,1,1
20,RH,60.0,8400,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Feedr,Norm,1Fam,1Story,Gable,CompShg,Wd Sdng,AsbShng,0.0,2,2,CBlock,3,2,0,721,GasA,4,Y,SBrkr,0,0,0,1,0,2,1,3,4,Typ,0,CarPort,Unf,1,3,3,N,250,0,9,WD,Normal,82000,False,False,False,False,False,True,False,False,False,False,False,True,24,1856,0.10011904761904762,841,59,59.0,0,0,4.0,0,0,1,1,0,1
90,RL,,8544,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,Duplex,1Story,Gable,CompShg,Stucco,Stucco,340.0,3,3,Slab,0,0,0,0,Wall,2,N,FuseA,0,0,0,2,0,2,2,3,6,Typ,0,Detchd,Unf,2,3,3,Y,0,0,5,WD,Normal,87500,False,False,False,True,False,False,False,False,False,True,False,False,0,1440,0.12172284644194757,1040,56,57.0,0,1,3.3,0,0,1,0,0,1
120,RL,63.0,8849,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,Hip,CompShg,MetalSd,MetalSd,616.0,5,3,PConc,5,3,0,1656,GasA,5,Y,SBrkr,0,0,0,2,0,2,1,5,6,Typ,5,Attchd,RFn,2,3,3,Y,495,0,7,WD,Normal,266000,False,True,False,False,False,False,False,False,False,False,False,True,72,3932,0.19030398915131652,1712,3,3.0,0,0,7.8,1,0,1,1,0,1
160,RM,36.0,2592,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,TwnhsE,2Story,Gable,CompShg,CemntBd,CmentBd,0.0,3,3,CBlock,4,3,0,175,GasA,3,Y,SBrkr,0,0,0,1,1,3,1,3,4,Typ,0,Attchd,Unf,1,3,3,Y,182,0,4,WD,Normal,85000,False,False,False,False,True,False,True,False,False,False,False,False,0,1984,0.42901234567901236,1473,34,34.0,0,0,4.4,0,0,1,1,1,1
50,RL,65.0,6435,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,RRAn,Norm,1Fam,1.5Fin,Gable,CompShg,MetalSd,MetalSd,0.0,3,3,BrkTil,3,3,0,972,GasA,4,Y,SBrkr,0,0,0,1,0,3,1,2,6,Typ,4,Detchd,Unf,1,3,3,Y,0,0,10,WD,Normal,140200,False,False,False,False,False,True,False,False,False,False,False,True,0,2861,0.24506604506604507,1577,56,67.0,0,1,5.699999999999999,1,0,1,1,1,1
20,RL,,12772,IR1,Lvl,AllPub,CulDSac,Gtl,NAmes,Norm,Norm,1Fam,1Story,Hip,CompShg,MetalSd,MetalSd,0.0,3,4,CBlock,3,3,1,460,GasA,3,Y,SBrkr,0,0,0,1,0,2,1,3,5,Typ,0,Attchd,RFn,1,3,3,Y,0,15500,4,WD,Normal,151500,True,False,False,False,False,False,False,False,False,False,False,True,0,2217,0.07500782962730974,1456,9,47.0,0,1,6.6,0,0,1,1,0,1
20,RL,,17600,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,Wd Sdng,Wd Sdng,30.0,3,3,CBlock,3,3,0,208,GasA,5,Y,FuseA,0,1,0,2,0,3,1,3,6,Typ,4,Attchd,Unf,2,3,3,Y,0,0,12,WD,Normal,157500,True,False,False,False,False,False,False,False,False,False,False,True,40,3454,0.08397727272727273,2748,49,49.0,0,0,5.699999999999999,1,0,1,1,0,1
