BsmtExposure,GarageYrBlt,MasVnrArea,OverallQual,GrLivArea,GarageType,GarageArea,Exterior2nd,1stFlrSF,2ndFlrSF,BsmtQual,FireplaceQu,KitchenQual,Neighborhood,SaleCondition,YearRemodAdd,LandContour,ExterQual,SaleType,GarageFinish,OverallCond,GarageCars,WoodDeckSF,BsmtFinSF1,LotFrontage,YearBuilt,Exterior1st,TotRmsAbvGrd,TotalBsmtSF,SalePrice
2,1978.0,0.0,6,912,Attchd,470,VinylSd,912,0,4,3,3,Mitchel,Normal,1978,Lvl,3,WD,RFn,6,2,0,773,,1978,VinylSd,5,888,156000
0,1940.0,0.0,5,1505,Detchd,240,MetalSd,988,517,3,0,3,BrkSide,Normal,1982,Lvl,3,WD,Unf,5,1,0,399,,1940,MetalSd,8,883,145000
0,2003.0,500.0,7,1922,BuiltIn,672,HdBoard,495,1427,0,5,4,Edwards,Normal,2003,Lvl,4,ConLD,RFn,5,2,0,0,64.0,2003,HdBoard,7,0,198500
0,1972.0,510.0,6,987,Detchd,264,HdBoard,483,504,3,0,4,BrDale,Normal,2007,Lvl,3,WD,Unf,8,1,250,162,21.0,1972,HdBoard,5,483,118000
1,1976.0,120.0,6,1574,Attchd,566,HdBoard,790,784,4,3,3,NWAmes,Normal,1976,Lvl,3,WD,Fin,5,2,306,712,,1976,HdBoard,6,796,190000
0,1964.0,0.0,5,1344,Detchd,468,VinylSd,672,672,3,0,3,IDOTRR,Normal,1997,Lvl,3,WD,Unf,7,1,0,456,59.0,1920,VinylSd,6,672,147000
0,1963.0,247.0,6,1394,Attchd,514,Plywood,1394,0,4,4,3,NAmes,Normal,1963,Lvl,3,WD,RFn,5,2,0,609,,1963,Plywood,6,1394,159000
3,1962.0,305.0,6,1431,Basment,296,Plywood,1431,0,4,4,3,NAmes,Normal,1962,Lvl,3,WD,RFn,5,1,64,371,101.0,1962,Plywood,6,1099,165000
0,1954.0,200.0,5,1268,Attchd,244,HdBoard,1268,0,3,4,3,NAmes,Normal,1954,Lvl,3,WD,Fin,6,1,0,540,78.0,1954,HdBoard,7,1268,132000
0,1997.0,0.0,5,1287,Detchd,576,Wd Sdng,1287,0,3,4,4,NAmes,Normal,2006,Lvl,3,WD,Fin,7,2,364,72,,1959,Wd Sdng,7,1063,162000
0,2000.0,0.0,6,1664,Attchd,460,VinylSd,953,711,4,3,3,Gilbert,Normal,2000,Lvl,3,WD,RFn,5,2,100,0,,2000,VinylSd,7,953,172400
0,1991.0,0.0,4,1588,Detchd,680,Plywood,1120,468,0,4,3,ClearCr,Normal,1959,Lvl,3,WD,Fin,4,2,0,0,80.0,1959,WdShing,7,0,134432
0,1984.0,0.0,6,752,Attchd,264,Plywood,752,0,4,0,3,SawyerW,Normal,1984,Lvl,3,WD,Unf,5,1,353,623,50.0,1984,Plywood,4,744,125000
0,1953.0,0.0,5,1319,Attchd,270,MetalSd,1319,0,3,0,3,NAmes,Normal,1953,Lvl,3,WD,Unf,6,1,66,428,79.0,1953,MetalSd,5,608,123000
0,2003.0,0.0,7,1928,BuiltIn,434,VinylSd,847,1081,4,4,4,CollgCr,Normal,2004,Lvl,4,WD,Fin,5,2,100,0,65.0,2003,VinylSd,8,847,219500
3,,0.0,1,904,,0,Wd Sdng,904,0,2,0,2,Edwards,Normal,1950,Low,2,WD,,1,0,0,350,,1922,Wd Sdng,4,683,61000
2,1998.0,0.0,5,914,Detchd,576,VinylSd,914,0,4,0,3,CollgCr,Normal,1996,Lvl,4,WD,Unf,5,2,0,298,57.0,1996,VinylSd,5,870,148000
0,2004.0,0.0,8,2466,Attchd,610,CmentBd,1580,886,4,4,4,Somerst,Normal,2005,Lvl,4,WD,RFn,5,2,159,0,102.0,2004,CemntBd,8,1580,340000
2,2010.0,350.0,9,1856,Attchd,834,VinylSd,1856,0,5,5,5,StoneBr,Partial,2010,Lvl,4,New,Fin,2,3,113,1445,88.0,2010,VinylSd,8,1856,394432
0,2000.0,16.0,6,1800,Attchd,463,VinylSd,1007,793,4,3,3,Gilbert,Normal,2000,Lvl,3,WD,Fin,5,2,100,0,60.0,2000,VinylSd,7,982,179000
0,1924.0,0.0,5,1691,Detchd,308,Wd Sdng,1026,665,3,4,4,SWISU,Normal,1950,Lvl,3,WD,Unf,6,1,0,218,50.0,1924,BrkFace,6,1026,127000
0,2006.0,0.0,7,1301,Attchd,572,VinylSd,1301,0,4,4,4,Somerst,Partial,2006,Lvl,4,New,RFn,5,2,216,0,60.0,2006,VinylSd,5,1293,187750
2,2006.0,0.0,7,1797,Attchd,639,VinylSd,939,858,4,0,4,CollgCr,Normal,2006,Lvl,4,WD,RFn,5,2,144,0,79.0,2006,VinylSd,8,939,213500
0,1950.0,0.0,6,784,Detchd,360,Wd Sdng,784,0,2,0,3,SawyerW,Normal,1950,Lvl,3,WD,Unf,3,2,0,0,60.0,1928,Wd Sdng,5,784,76000
2,1992.0,0.0,6,1953,Attchd,501,HdBoard,1079,874,4,2,4,ClearCr,Normal,1992,Low,4,WD,Fin,5,2,216,985,,1992,HdBoard,9,1580,240000
0,2004.0,16.0,8,1269,Attchd,430,VinylSd,1269,0,4,3,4,Blmngtn,Normal,2005,Lvl,4,WD,Fin,5,2,146,24,43.0,2004,VinylSd,6,1256,192000
0,,0.0,5,1184,,0,VinylSd,658,526,3,0,3,Edwards,AdjLand,1996,Lvl,3,WD,,3,0,0,0,58.0,1910,Wd Sdng,8,658,81000
2,1977.0,255.0,6,1125,Detchd,352,MetalSd,1125,0,3,2,3,Edwards,Abnorml,1976,Lvl,3,WD,Unf,6,1,296,631,72.0,1976,MetalSd,6,1041,125000
0,1999.0,125.0,7,1479,Attchd,577,VinylSd,1479,0,4,0,4,CollgCr,Normal,2000,Lvl,4,WD,RFn,5,2,120,0,93.0,1999,VinylSd,6,1468,191000
2,2008.0,272.0,10,2332,BuiltIn,846,VinylSd,1742,590,5,5,5,NridgHt,Partial,2008,Lvl,5,New,Fin,5,3,196,1280,96.0,2007,VinylSd,9,1682,426000
0,1978.0,0.0,5,1367,Detchd,384,MetalSd,961,406,3,0,3,Edwards,Normal,1950,Lvl,3,WD,Unf,8,1,0,241,50.0,1900,MetalSd,7,861,119000
0,2001.0,0.0,6,1961,BuiltIn,560,VinylSd,804,1157,5,3,4,Mitchel,Normal,2002,Lvl,3,WD,Fin,5,2,125,690,71.0,2001,VinylSd,7,804,215000
0,1959.0,0.0,5,882,Attchd,294,MetalSd,882,0,0,0,3,NAmes,Normal,1959,Lvl,3,WD,RFn,7,1,0,0,,1959,MetalSd,5,0,106500
0,,0.0,4,788,,0,Wd Shng,788,0,3,3,3,BrkSide,Abnorml,1950,Lvl,3,WD,,5,0,0,266,,1941,WdShing,4,788,100000
0,1940.0,0.0,5,1034,Detchd,240,MetalSd,735,299,3,0,3,OldTown,Normal,1950,Lvl,3,WD,Unf,6,1,0,0,60.0,1940,MetalSd,5,735,109000
2,1956.0,0.0,5,1144,Attchd,596,Wd Sdng,1144,0,3,0,3,Edwards,Normal,1956,Lvl,3,WD,Unf,6,1,44,739,68.0,1956,Wd Sdng,6,1144,129000
2,1985.0,0.0,5,894,Detchd,600,MetalSd,894,0,3,0,3,CollgCr,Normal,1972,Low,3,WD,RFn,5,2,215,777,60.0,1972,MetalSd,6,894,123000
0,1962.0,288.0,5,1812,Attchd,264,VinylSd,876,936,3,3,3,NAmes,Normal,1962,Lvl,3,WD,RFn,5,1,0,540,69.0,1962,VinylSd,8,864,169500
0,1920.0,0.0,5,1077,Detchd,338,MetalSd,1077,0,2,0,3,IDOTRR,Abnorml,1950,Lvl,3,WD,Unf,2,1,0,0,60.0,1920,MetalSd,6,961,67000
0,2007.0,100.0,7,1550,Attchd,438,CmentBd,1112,438,4,0,4,Somerst,Normal,2007,Lvl,4,WD,Fin,5,2,0,812,65.0,2006,CemntBd,7,1092,241000
0,1996.0,0.0,8,1288,Attchd,500,BrkFace,1288,0,4,4,5,Veenker,Normal,1996,Lvl,4,WD,Fin,5,2,120,786,38.0,1996,BrkFace,4,1260,245500
2,2005.0,0.0,7,1310,Attchd,400,VinylSd,1310,0,4,4,4,CollgCr,Partial,2005,Lvl,4,New,Fin,5,2,0,24,65.0,2005,VinylSd,6,1310,164990
0,1940.0,0.0,5,672,Detchd,240,Wd Sdng,672,0,3,0,3,Sawyer,Normal,1997,Lvl,3,WD,Unf,8,1,168,0,60.0,1940,Wd Sdng,4,672,108000
0,1998.0,650.0,8,2263,BuiltIn,420,VinylSd,1165,1098,4,3,4,NoRidge,Abnorml,1998,Lvl,4,WD,Fin,5,2,144,0,93.0,1998,VinylSd,10,1141,258000
0,1995.0,0.0,6,1572,BuiltIn,373,MetalSd,806,766,4,3,3,Gilbert,Normal,1996,Lvl,3,WD,Fin,5,2,0,0,,1995,MetalSd,7,806,168000
0,1993.0,0.0,4,1620,Attchd,490,Plywood,1620,0,3,3,3,Sawyer,Normal,1993,Lvl,3,WD,Unf,4,2,120,1116,,1976,Plywood,8,1281,150000
0,1936.0,0.0,6,1639,Detchd,240,MetalSd,1166,0,3,0,3,SWISU,Normal,1950,Lvl,3,WD,Unf,5,1,0,0,51.0,1936,MetalSd,6,1064,115000
0,1960.0,0.0,6,1680,Attchd,308,Plywood,840,840,4,0,3,Crawfor,Normal,1976,Lvl,3,WD,Unf,7,1,0,0,63.0,1915,Wd Sdng,8,840,177000
0,2006.0,350.0,7,2172,Attchd,947,VinylSd,1071,1101,5,4,4,NridgHt,Partial,2006,Lvl,4,New,RFn,5,3,192,0,109.0,2006,VinylSd,9,1063,280000
0,2008.0,100.0,8,2078,Attchd,836,VinylSd,1050,1028,5,4,5,Somerst,Partial,2008,Lvl,4,New,Fin,5,3,0,789,85.0,2007,VinylSd,8,1034,339750
0,1958.0,0.0,5,1276,Attchd,350,Brk Cmn,1276,0,3,0,3,Edwards,Abnorml,1958,Lvl,3,COD,Unf,3,1,0,0,68.0,1958,BrkComm,5,1276,60000
1,1955.0,0.0,5,1056,Attchd,572,Wd Sdng,1056,0,3,0,3,Gilbert,Normal,1955,Bnk,3,WD,Fin,5,2,264,1056,100.0,1955,Wd Sdng,5,1056,145000
2,2009.0,432.0,7,1478,Attchd,484,MetalSd,1478,0,5,4,4,Somerst,Partial,2009,Lvl,5,New,Fin,5,2,0,578,,2009,MetalSd,7,1470,222000
0,1927.0,0.0,5,1028,Detchd,360,Wd Shng,1028,0,3,4,3,OldTown,Normal,1950,Lvl,3,WD,Unf,6,2,0,0,56.0,1927,WdShing,5,1008,115000
0,1993.0,0.0,7,2097,Attchd,678,VinylSd,1080,1017,4,3,4,SawyerW,Normal,1993,Lvl,4,WD,Unf,5,3,196,50,59.0,1993,VinylSd,9,1080,228000
2,2007.0,0.0,7,1340,Attchd,396,VinylSd,1340,0,4,0,4,Gilbert,Partial,2007,Lvl,4,New,Fin,5,2,100,24,73.0,2007,VinylSd,6,1340,181134
0,1978.0,203.0,6,1400,Attchd,440,HdBoard,672,728,3,3,3,Sawyer,Normal,1978,Lvl,3,WD,Fin,7,2,0,209,74.0,1978,HdBoard,6,672,149500
0,1918.0,0.0,6,2624,Detchd,864,Stucco,1370,1254,4,4,3,Crawfor,Normal,1950,Lvl,3,WD,Unf,6,3,0,1128,86.0,1918,Wd Sdng,10,1370,239000
0,1940.0,0.0,5,1134,Detchd,240,MetalSd,756,378,3,0,3,Edwards,AdjLand,1950,Lvl,3,WD,Unf,6,1,0,312,60.0,1940,MetalSd,7,756,126000
0,1968.0,0.0,5,1056,Attchd,304,VinylSd,1056,0,3,2,3,NAmes,Normal,1968,Lvl,3,WD,Unf,6,1,0,775,65.0,1968,VinylSd,6,1056,142000
3,1997.0,200.0,7,1344,Attchd,784,VinylSd,1344,0,4,0,3,Mitchel,Alloca,1998,Lvl,3,WD,Fin,5,4,0,1309,78.0,1997,VinylSd,8,1344,206300
0,1977.0,126.0,6,1602,Attchd,529,CmentBd,1602,0,4,3,4,NWAmes,Normal,2000,Lvl,4,WD,Fin,7,2,240,1246,,1977,CemntBd,8,1602,215000
0,1954.0,0.0,5,988,Attchd,520,HdBoard,988,0,3,0,3,Mitchel,Normal,1954,HLS,3,WD,RFn,5,2,0,0,100.0,1954,HdBoard,4,988,113000
0,1998.0,473.0,8,2630,Attchd,696,VinylSd,1470,1160,4,3,4,NoRidge,Normal,1998,Lvl,4,WD,Fin,5,3,0,986,80.0,1998,VinylSd,8,1470,315000
0,1956.0,74.0,6,1196,Attchd,297,Wd Sdng,1196,0,4,4,3,NAmes,Normal,1956,Lvl,3,WD,RFn,5,1,0,616,72.0,1956,Wd Sdng,6,1196,139000
0,1947.0,0.0,7,1389,Detchd,240,HdBoard,707,682,3,4,3,OldTown,Normal,1992,HLS,3,WD,Unf,8,1,0,0,60.0,1946,HdBoard,6,651,135000
3,1989.0,145.0,7,1644,Attchd,569,Wd Sdng,1644,0,4,3,4,SawyerW,Normal,1989,Low,4,WD,Fin,5,2,80,1518,,1989,Wd Sdng,5,1518,275000
0,1964.0,0.0,4,907,Detchd,352,MetalSd,907,0,3,0,3,NAmes,Normal,1957,Lvl,3,WD,Unf,6,1,0,288,77.0,1957,MetalSd,5,907,109008
0,2007.0,108.0,7,1208,Attchd,628,VinylSd,1208,0,4,0,4,CollgCr,Partial,2007,Lvl,4,New,RFn,5,2,105,664,64.0,2007,VinylSd,6,1208,195400
1,1988.0,0.0,6,1412,Attchd,576,HdBoard,1412,0,4,3,4,Timber,Normal,1988,Lvl,3,WD,Unf,5,2,0,1005,130.0,1988,HdBoard,6,1392,175000
0,1971.0,232.0,6,987,Detchd,264,HdBoard,483,504,3,0,3,BrDale,Abnorml,1971,Lvl,3,COD,Unf,5,1,0,387,21.0,1971,HdBoard,4,483,85400
0,,0.0,6,1198,,0,MetalSd,1088,110,3,0,3,OldTown,Abnorml,1998,Bnk,3,ConLD,,7,0,0,0,60.0,1920,MetalSd,7,901,79900
0,1971.0,376.0,5,1365,Detchd,440,HdBoard,765,600,3,0,3,BrDale,Normal,1971,Lvl,3,WD,Unf,5,2,240,471,24.0,1971,HdBoard,6,765,122500
0,1997.0,0.0,6,1604,Attchd,470,VinylSd,926,678,4,3,3,Gilbert,Normal,1998,Lvl,3,WD,Fin,5,2,0,0,100.0,1997,VinylSd,7,926,181000
2,,0.0,4,630,,0,CmentBd,630,0,4,0,3,MeadowV,Normal,1972,Lvl,3,WD,,7,0,88,495,21.0,1972,CemntBd,3,630,81000
2,1996.0,0.0,7,1661,Attchd,550,VinylSd,827,834,4,3,4,CollgCr,Normal,1996,Lvl,4,ConLw,RFn,6,2,158,385,43.0,1996,VinylSd,6,799,212000
0,1990.0,0.0,6,1118,Detchd,440,Stucco,734,384,2,0,3,OldTown,Normal,1950,Lvl,3,WD,Unf,8,2,0,0,40.0,1920,Stucco,6,648,116000
0,1926.0,0.0,6,904,Detchd,180,Wd Sdng,904,0,3,0,3,BrkSide,Normal,2004,Lvl,4,WD,Unf,7,1,0,0,50.0,1926,Wd Sdng,4,884,119000
0,1990.0,0.0,5,694,Detchd,352,Stucco,694,0,3,4,4,Crawfor,Normal,2002,Lvl,3,WD,Unf,6,1,0,365,40.0,1913,WdShing,4,440,90350
1,2005.0,0.0,6,1196,Detchd,528,Wd Sdng,684,512,3,0,4,Edwards,Normal,2000,Lvl,3,ConLI,Unf,8,2,0,0,67.0,1920,Wd Sdng,7,684,110000
3,2008.0,200.0,10,2402,Attchd,672,VinylSd,2402,0,5,4,5,NridgHt,Normal,2008,Lvl,5,WD,Fin,5,3,0,1767,105.0,2008,VinylSd,10,3094,555000
0,,270.0,4,1440,,0,VinylSd,1440,0,3,0,2,Edwards,Normal,1955,Lvl,3,WD,,4,0,0,133,92.0,1955,VinylSd,8,1440,118000
0,1930.0,0.0,5,1573,Detchd,360,MetalSd,1128,445,3,4,3,BrkSide,Normal,1992,Lvl,3,WD,Unf,7,2,0,0,52.0,1930,MetalSd,8,1078,162900
2,2007.0,72.0,7,1258,Attchd,648,Wd Shng,1258,0,5,4,4,Blmngtn,Partial,2007,Lvl,4,New,Fin,5,3,144,0,53.0,2006,WdShing,6,1258,172500
0,1994.0,0.0,7,1908,Attchd,493,VinylSd,933,975,4,3,4,CollgCr,Normal,1995,Lvl,4,WD,Unf,5,2,144,642,70.0,1994,VinylSd,8,915,210000
0,1956.0,0.0,6,1689,Attchd,480,Wd Sdng,1689,0,3,4,3,Edwards,Normal,1956,Lvl,3,COD,Unf,5,2,0,0,73.0,1956,Wd Sdng,7,1436,127500
0,1966.0,0.0,6,1888,Attchd,578,Plywood,1888,0,3,4,4,NAmes,Normal,2002,Lvl,4,WD,Fin,6,2,0,247,137.0,1966,BrkFace,6,1517,190000
0,1998.0,0.0,7,1886,Attchd,431,VinylSd,956,930,4,3,4,Gilbert,Normal,1999,Lvl,4,WD,Fin,5,2,89,0,,1998,VinylSd,10,930,199900
0,1937.0,0.0,6,1376,Detchd,198,MetalSd,780,596,3,4,3,IDOTRR,Normal,1950,Bnk,3,WD,Unf,6,1,0,0,50.0,1937,MetalSd,7,780,119500
0,1981.0,0.0,3,1183,Detchd,308,MetalSd,679,504,3,0,3,OldTown,Normal,2002,Lvl,3,WD,Unf,7,1,0,331,50.0,1948,MetalSd,6,649,120000
0,1932.0,0.0,6,813,Detchd,270,Wd Sdng,813,0,3,0,4,OldTown,Normal,2005,Lvl,3,WD,Unf,8,1,0,0,70.0,1930,Wd Sdng,5,813,110000
3,1975.0,0.0,7,1533,Attchd,576,Plywood,1533,0,4,3,4,ClearCr,Normal,1975,Low,3,WD,Unf,5,2,200,655,62.0,1975,Plywood,5,1533,280000
0,1996.0,42.0,6,1756,Attchd,422,VinylSd,888,868,5,0,3,Timber,Normal,1997,Lvl,4,WD,Fin,5,2,144,742,,1996,VinylSd,7,872,204000
0,2008.0,0.0,8,1590,Attchd,676,VinylSd,786,804,4,0,4,Somerst,Normal,2008,Lvl,4,WD,RFn,5,2,0,0,75.0,2008,VinylSd,6,768,210000
0,1976.0,0.0,5,1728,Detchd,560,Plywood,1728,0,3,0,3,Mitchel,Family,1976,Lvl,3,WD,Unf,5,2,0,1606,63.0,1976,Plywood,8,1728,188000
0,1973.0,320.0,7,1242,Attchd,528,HdBoard,1242,0,3,3,3,NWAmes,Normal,1973,Lvl,3,WD,Unf,6,2,0,916,80.0,1973,HdBoard,6,1242,175500
0,1916.0,0.0,5,1344,Detchd,513,AsbShng,624,720,3,0,3,OldTown,Abnorml,1950,Lvl,3,COD,Unf,5,3,0,0,34.0,1916,AsbShng,7,624,98000
3,1954.0,0.0,4,1663,Attchd,529,Plywood,1663,0,4,4,4,ClearCr,Normal,1994,Low,3,WD,Fin,6,2,224,1116,,1954,Plywood,6,1364,256000
0,1925.0,0.0,8,1666,Detchd,228,Wd Shng,833,833,3,4,4,OldTown,Normal,1996,Lvl,3,WD,Unf,7,1,192,0,,1925,Stucco,7,588,161000
0,1950.0,161.0,5,1203,Detchd,352,MetalSd,979,224,3,3,4,BrkSide,Normal,1950,Bnk,3,WD,Unf,4,1,0,185,,1950,MetalSd,5,709,110000
0,2009.0,110.0,8,1935,BuiltIn,552,VinylSd,832,1103,4,0,3,Somerst,Partial,2009,Lvl,4,New,Fin,5,2,0,544,75.0,2009,VinylSd,8,832,263435
0,1971.0,0.0,7,1135,Detchd,576,Wd Sdng,575,560,4,0,4,SWISU,Normal,2007,Lvl,4,WD,RFn,9,2,256,350,60.0,1936,Wd Sdng,6,560,155000
0,1965.0,0.0,5,864,Detchd,360,MetalSd,864,0,3,1,3,Sawyer,Normal,1965,Lvl,3,WD,Unf,5,1,0,553,60.0,1965,MetalSd,5,864,62383
0,1939.0,0.0,6,1660,Detchd,240,Stucco,849,811,3,4,3,Crawfor,Normal,1995,HLS,3,WD,Unf,7,1,0,326,74.0,1934,Stucco,6,715,188700
0,,136.0,5,1040,,0,HdBoard,1040,0,4,0,3,CollgCr,Normal,1978,HLS,3,WD,,5,0,0,616,60.0,1978,HdBoard,5,1040,124000
0,2004.0,18.0,7,1414,Attchd,398,VinylSd,1414,0,4,3,4,Blmngtn,Normal,2004,Lvl,4,WD,Fin,5,2,144,0,,2004,VinylSd,6,1375,178740
3,1970.0,0.0,7,1277,Attchd,526,Plywood,1277,0,3,1,3,NAmes,Normal,1970,Lvl,3,WD,Unf,5,2,0,778,85.0,1970,Plywood,5,1277,167000
0,1942.0,224.0,5,1644,Attchd,312,MetalSd,888,756,3,4,4,NAmes,Normal,1995,Lvl,3,WD,Unf,7,1,168,386,79.0,1942,MetalSd,7,728,146500
0,2006.0,248.0,8,1634,Attchd,866,VinylSd,1634,0,4,4,4,NridgHt,Normal,2006,Lvl,4,WD,RFn,5,3,0,0,98.0,2006,VinylSd,7,1626,250000
0,1993.0,120.0,6,1710,Attchd,506,HdBoard,832,878,4,0,4,SawyerW,Normal,1993,Lvl,4,WD,RFn,5,2,144,426,76.0,1993,HdBoard,7,832,187000
2,1985.0,0.0,8,1502,Attchd,528,HdBoard,1502,0,4,0,4,StoneBr,Normal,1985,Lvl,4,WD,RFn,5,2,0,368,,1985,HdBoard,4,1488,212000
0,1977.0,0.0,7,1969,Attchd,534,Plywood,1161,808,4,4,3,NWAmes,Normal,1977,Lvl,3,WD,RFn,6,2,0,0,92.0,1977,WdShing,8,808,190000
3,2005.0,80.0,6,1072,Basment,525,VinylSd,1072,0,4,0,3,Edwards,Normal,2005,Lvl,3,WD,RFn,5,2,0,459,35.0,2005,VinylSd,5,547,148000
3,2006.0,304.0,8,1976,Attchd,908,VinylSd,1976,0,5,5,4,NridgHt,Partial,2007,Lvl,4,New,RFn,5,3,250,1350,110.0,2006,VinylSd,7,1976,440000
2,2000.0,0.0,8,1652,Attchd,499,CmentBd,1652,0,4,0,5,StoneBr,Normal,2000,Lvl,4,WD,RFn,5,2,96,1196,41.0,2000,CemntBd,6,1494,251000
0,1996.0,0.0,5,970,Detchd,624,HdBoard,970,0,3,0,3,Sawyer,Normal,1963,Lvl,3,WD,Unf,6,2,0,630,80.0,1963,HdBoard,5,970,132500
3,1997.0,215.0,6,1493,Attchd,508,VinylSd,1493,0,4,3,4,CollgCr,Normal,1998,Lvl,3,WD,Fin,5,2,140,994,75.0,1997,VinylSd,7,1478,208900
2,2006.0,772.0,9,2643,BuiltIn,694,VinylSd,2069,574,4,4,5,NridgHt,Normal,2006,Lvl,5,WD,Fin,5,3,414,0,105.0,2006,VinylSd,9,2153,380000
3,2007.0,336.0,8,1718,Attchd,826,VinylSd,1718,0,5,4,4,CollgCr,Normal,2008,Lvl,4,WD,RFn,5,3,208,1288,79.0,2007,VinylSd,7,1705,297000
0,1995.0,435.0,4,1131,Detchd,672,Stucco,1131,0,2,0,3,OldTown,Alloca,2000,Bnk,3,WD,Unf,7,2,0,168,50.0,1937,Stucco,7,907,89471
3,2004.0,378.0,9,1850,Attchd,772,VinylSd,1850,0,5,4,4,NridgHt,Normal,2005,Lvl,4,WD,Fin,5,3,519,1261,98.0,2004,VinylSd,8,1833,326000
3,2003.0,562.0,9,1792,Attchd,874,VinylSd,1792,0,5,4,5,NridgHt,Normal,2004,HLS,4,WD,Fin,5,3,206,1567,72.0,2003,VinylSd,6,1792,374000
0,1915.0,0.0,7,1826,Attchd,164,Stucco,916,910,3,4,5,OldTown,Normal,2005,Lvl,4,WD,Unf,8,1,0,299,50.0,1915,Stucco,7,910,155000
0,1998.0,116.0,6,1216,Attchd,402,VinylSd,1216,0,5,0,3,Mitchel,Normal,1998,Lvl,3,WD,Unf,5,2,0,897,32.0,1998,VinylSd,5,1216,164000
0,1963.0,0.0,5,999,Detchd,264,Plywood,999,0,3,0,4,Sawyer,Normal,2001,Lvl,3,WD,Unf,7,1,0,588,,1962,HdBoard,6,999,132500
0,1950.0,0.0,5,1113,Attchd,264,MetalSd,1113,0,3,4,4,NAmes,Normal,2007,Lvl,4,WD,Unf,7,1,0,607,80.0,1950,MetalSd,5,1113,147000
0,1965.0,168.0,5,1073,Attchd,515,MetalSd,1073,0,3,0,3,NAmes,Normal,1965,Lvl,3,WD,RFn,7,2,0,836,79.0,1965,MetalSd,6,1073,156000
2,1971.0,0.0,5,1484,Attchd,487,Plywood,1484,0,4,3,3,NWAmes,Normal,1971,Lvl,3,WD,Unf,6,2,224,998,70.0,1971,Plywood,7,1484,175000
0,1970.0,0.0,5,2414,Attchd,520,Wd Sdng,1766,648,3,4,3,OldTown,Normal,1970,Lvl,3,ConLD,Unf,4,2,142,664,60.0,1900,Wd Sdng,10,954,160000
2,1970.0,0.0,4,630,Attchd,286,CmentBd,630,0,4,0,4,MeadowV,Normal,2002,Lvl,3,WD,Unf,8,1,0,515,21.0,1970,CemntBd,3,630,86000
1,1976.0,0.0,5,1304,BuiltIn,336,CmentBd,616,688,4,4,3,MeadowV,Normal,1976,Lvl,3,WD,Fin,6,1,141,0,,1976,CemntBd,4,264,115000
0,1941.0,0.0,6,1578,Attchd,240,Wd Sdng,958,620,3,3,2,NAmes,Normal,1950,Lvl,3,WD,Unf,7,1,0,403,79.0,1941,Wd Sdng,5,806,133000
0,2006.0,0.0,6,1456,Attchd,429,VinylSd,728,728,4,0,3,Gilbert,Partial,2006,Lvl,4,New,RFn,5,2,0,0,105.0,2006,VinylSd,8,728,172785
0,1964.0,0.0,5,1269,Detchd,308,Wd Sdng,1269,0,3,2,3,NAmes,Normal,1960,Lvl,3,WD,Unf,6,1,0,374,70.0,1960,BrkFace,6,1269,155000
0,1938.0,0.0,5,886,Attchd,273,MetalSd,886,0,2,0,3,OldTown,Normal,1996,Lvl,3,WD,Unf,8,1,144,0,50.0,1938,MetalSd,4,190,91300
0,,0.0,4,720,,0,Wd Sdng,720,0,3,0,3,IDOTRR,Abnorml,1950,Lvl,3,WD,,5,0,0,495,60.0,1920,Wd Sdng,4,720,34900
0,1992.0,0.0,8,3228,Attchd,546,BrkFace,3228,0,4,4,4,NoRidge,Normal,1993,Lvl,4,WD,RFn,5,2,264,1231,,1992,BrkFace,10,3200,430000
0,1925.0,0.0,7,1820,Detchd,240,Wd Sdng,1133,687,3,0,3,BrkSide,Normal,1950,Lvl,3,WD,Unf,6,1,0,329,60.0,1925,Wd Sdng,8,1026,184000
0,1967.0,89.0,5,899,Attchd,288,HdBoard,899,0,3,0,4,Sawyer,Normal,2004,Lvl,3,WD,Fin,7,1,64,450,65.0,1967,HdBoard,5,864,130000
0,1958.0,0.0,5,912,Attchd,297,MetalSd,912,0,3,0,3,NAmes,Normal,1985,Lvl,3,WD,Fin,7,1,12,111,70.0,1958,MetalSd,5,912,120000
0,1973.0,285.0,6,1218,Detchd,264,HdBoard,672,546,3,0,3,BrDale,Normal,1973,Lvl,3,WD,Unf,5,1,144,356,21.0,1973,HdBoard,7,672,113000
0,2005.0,0.0,7,1768,Attchd,603,VinylSd,866,902,4,0,4,Somerst,Normal,2005,Lvl,4,WD,RFn,5,2,0,400,75.0,2005,VinylSd,7,866,226700
0,1965.0,0.0,5,1214,Detchd,461,MetalSd,1214,0,3,0,3,Edwards,Normal,1965,Lvl,3,WD,Unf,7,2,0,698,70.0,1965,MetalSd,6,1214,140000
0,1959.0,0.0,7,1801,Attchd,484,Wd Sdng,1801,0,3,3,3,Crawfor,Normal,1997,Lvl,3,WD,Fin,8,2,0,1247,100.0,1959,BrkFace,6,1501,289000
0,1974.0,0.0,6,1322,Attchd,440,Brk Cmn,855,467,3,2,3,NPkVill,Normal,1974,Lvl,3,WD,Unf,5,2,260,257,24.0,1974,Plywood,6,855,147000
0,1952.0,360.0,5,1960,Detchd,400,Wd Sdng,960,1000,3,0,3,OldTown,Normal,1952,Lvl,3,COD,Unf,5,2,0,0,60.0,1952,Wd Sdng,10,960,124500
