RemodAge,TotalArea,BsmtExposure,MasVnrArea,GarageType,LotArea,FireplaceQu,Exterior2nd,BsmtQual,TotalFinSF,KitchenQual,Neighborhood,SaleCondition,FullBath,GarageAge,HouseStyle,MSZoning,LandContour,SaleType,GarageFinish,Foundation,GarageCars,WoodDeckSF,OverallScore,LotFrontage,Exterior1st,TotRmsAbvGrd,SalePrice
48,2702,2,120.0,BuiltIn,6930,0,ImStucc,3,1946,4,ClearCr,Abnorml,1,48.0,SLvl,RL,Lvl,WD,Unf,CBlock,1,168,4.7,92.0,Wd Sdng,6,130000
8,3602,2,530.0,Attchd,12011,3,VinylSd,4,2880,4,NoRidge,Normal,2,8.0,2Story,RL,Lvl,WD,RFn,PConc,2,208,7.1,78.0,VinylSd,7,280000
29,2270,2,0.0,Attchd,7540,3,VinylSd,4,1685,3,Mitchel,Normal,1,29.0,SFoyer,RL,Lvl,WD,RFn,CBlock,2,0,5.999999999999999,,VinylSd,5,156000
26,2628,0,0.0,Detchd,9144,0,MetalSd,3,1904,3,BrkSide,Normal,1,68.0,1.5Fin,RL,Lvl,WD,Unf,CBlock,1,0,5.0,,MetalSd,8,145000
6,2594,0,500.0,BuiltIn,7301,5,HdBoard,0,1922,4,Edwards,Normal,3,6.0,SFoyer,RL,Lvl,ConLD,RFn,Slab,2,0,6.3999999999999995,64.0,HdBoard,7,198500
2,1734,0,510.0,Detchd,1680,0,HdBoard,3,1149,4,BrDale,Normal,1,37.0,2Story,RM,Lvl,WD,Unf,CBlock,1,250,6.6,21.0,HdBoard,5,118000
30,2936,1,120.0,Attchd,18800,3,HdBoard,4,2286,3,NWAmes,Normal,2,30.0,2Story,RL,Lvl,WD,Fin,PConc,2,306,5.699999999999999,,HdBoard,6,190000
12,2484,0,0.0,Detchd,10690,0,VinylSd,3,1800,3,IDOTRR,Normal,1,45.0,2Story,RM,Lvl,WD,Unf,CBlock,1,0,5.6,59.0,VinylSd,6,147000
46,3302,0,247.0,Attchd,9500,4,Plywood,4,2003,3,NAmes,Normal,1,46.0,1Story,RL,Lvl,WD,RFn,CBlock,2,0,5.699999999999999,,Plywood,6,159000
46,2826,3,305.0,Basment,9150,4,Plywood,4,1802,3,NAmes,Normal,1,46.0,SLvl,RL,Lvl,WD,RFn,CBlock,1,64,5.699999999999999,101.0,Plywood,6,165000
56,2780,0,200.0,Attchd,7800,4,HdBoard,3,1808,3,NAmes,Normal,1,56.0,1Story,RL,Lvl,WD,Fin,PConc,1,0,5.3,78.0,HdBoard,7,132000
4,2926,0,0.0,Detchd,9830,4,Wd Sdng,3,1617,4,NAmes,Normal,1,13.0,1Story,RL,Lvl,WD,Fin,CBlock,2,364,5.6,,Wd Sdng,7,162000
6,3077,0,0.0,Attchd,8121,3,VinylSd,4,1664,3,Gilbert,Normal,2,6.0,2Story,RL,Lvl,WD,RFn,PConc,2,100,5.699999999999999,,VinylSd,7,172400
49,2268,0,0.0,Detchd,17120,4,Plywood,0,1588,3,ClearCr,Normal,2,17.0,1.5Fin,RL,Lvl,WD,Fin,CBlock,2,0,4.0,80.0,WdShing,7,134432
26,1760,0,0.0,Attchd,7175,0,Plywood,4,1496,3,SawyerW,Normal,1,26.0,1Story,RL,Lvl,WD,Unf,CBlock,1,353,5.699999999999999,50.0,Plywood,4,125000
56,2197,0,0.0,Attchd,10634,0,MetalSd,3,1927,3,NAmes,Normal,1,56.0,1Story,RL,Lvl,WD,Unf,PConc,1,66,5.3,79.0,MetalSd,5,123000
3,3209,0,0.0,BuiltIn,8200,4,VinylSd,4,1928,4,CollgCr,Normal,2,4.0,2Story,RL,Lvl,WD,Fin,PConc,2,100,6.3999999999999995,65.0,VinylSd,8,219500
59,1587,3,0.0,,10020,0,Wd Sdng,2,1254,2,Edwards,Normal,0,,1Story,RL,Low,WD,,BrkTil,0,0,1.0,,Wd Sdng,4,61000
10,2360,2,0.0,Detchd,8846,0,VinylSd,4,1212,3,CollgCr,Normal,1,8.0,SFoyer,RL,Lvl,WD,Unf,PConc,2,0,5.0,57.0,VinylSd,5,148000
2,4656,0,0.0,Attchd,11143,4,CmentBd,4,2466,4,Somerst,Normal,3,3.0,2Story,FV,Lvl,WD,RFn,PConc,2,159,7.1,102.0,CemntBd,8,340000
0,4546,2,350.0,Attchd,11394,5,VinylSd,5,3301,5,StoneBr,Partial,1,0.0,1Story,RL,Lvl,New,Fin,PConc,3,113,6.8999999999999995,88.0,VinylSd,8,394432
9,3245,0,16.0,Attchd,8123,3,VinylSd,4,1800,3,Gilbert,Normal,2,9.0,2Story,RL,Lvl,WD,Fin,PConc,2,100,5.699999999999999,60.0,VinylSd,7,179000
60,3025,0,0.0,Detchd,5000,4,Wd Sdng,3,1909,4,SWISU,Normal,2,86.0,1.5Fin,RL,Lvl,WD,Unf,BrkTil,1,0,5.3,50.0,BrkFace,6,127000
0,3166,0,0.0,Attchd,7200,4,VinylSd,4,1301,4,Somerst,Partial,2,0.0,1Story,FV,Lvl,New,RFn,PConc,2,216,6.3999999999999995,60.0,VinylSd,5,187750
1,3375,2,0.0,Attchd,9245,0,VinylSd,4,1797,4,CollgCr,Normal,2,1.0,2Story,RL,Lvl,WD,RFn,PConc,2,144,6.3999999999999995,79.0,VinylSd,8,213500
59,1928,0,0.0,Detchd,9000,0,Wd Sdng,2,784,3,SawyerW,Normal,1,59.0,1.5Unf,RH,Lvl,WD,Unf,BrkTil,2,0,5.1,60.0,Wd Sdng,5,76000
15,4034,2,0.0,Attchd,53107,2,HdBoard,4,2938,4,ClearCr,Normal,2,15.0,2Story,RL,Low,WD,Fin,PConc,2,216,5.699999999999999,,HdBoard,9,240000
5,2955,0,16.0,Attchd,3182,3,VinylSd,4,1293,4,Blmngtn,Normal,2,6.0,1Story,RL,Lvl,WD,Fin,PConc,2,146,7.1,43.0,VinylSd,6,192000
10,1842,0,0.0,,8410,0,VinylSd,3,1184,3,Edwards,AdjLand,1,,1.5Fin,RL,Lvl,WD,,PConc,0,0,4.4,58.0,Wd Sdng,8,81000
33,2518,2,255.0,Detchd,7200,2,MetalSd,3,1756,3,Edwards,Abnorml,1,32.0,SLvl,RL,Lvl,WD,Unf,CBlock,1,296,5.999999999999999,72.0,MetalSd,6,125000
8,3524,0,125.0,Attchd,9382,0,VinylSd,4,1479,4,CollgCr,Normal,2,9.0,1Story,RL,Lvl,WD,RFn,PConc,2,120,6.3999999999999995,93.0,VinylSd,6,191000
0,4860,2,272.0,BuiltIn,12474,5,VinylSd,5,3612,5,NridgHt,Partial,2,0.0,2Story,RL,Lvl,New,Fin,PConc,3,196,8.5,96.0,VinylSd,9,426000
58,2612,0,0.0,Detchd,8405,0,MetalSd,3,1999,3,Edwards,Normal,1,30.0,1.5Fin,RL,Lvl,WD,Unf,BrkTil,1,0,5.9,50.0,MetalSd,7,119000
7,3325,0,0.0,BuiltIn,12209,3,VinylSd,5,2651,4,Mitchel,Normal,2,8.0,2Story,RL,Lvl,WD,Fin,PConc,2,125,5.699999999999999,71.0,VinylSd,7,215000
48,1176,0,0.0,Attchd,8339,0,MetalSd,0,882,3,NAmes,Normal,1,48.0,1Story,RL,Lvl,WD,RFn,Slab,1,0,5.6,,MetalSd,5,106500
56,1576,0,0.0,,7446,3,Wd Shng,3,1054,3,BrkSide,Abnorml,1,,1Story,RL,Lvl,WD,,CBlock,0,0,4.3,,WdShing,4,100000
57,2009,0,0.0,Detchd,10134,0,MetalSd,3,1034,3,OldTown,Normal,1,67.0,1.5Fin,RL,Lvl,WD,Unf,CBlock,1,0,5.3,60.0,MetalSd,5,109000
54,2884,2,0.0,Attchd,9571,0,Wd Sdng,3,1883,3,Edwards,Normal,1,54.0,1Story,RL,Lvl,WD,Unf,CBlock,1,44,5.3,68.0,Wd Sdng,6,129000
37,2388,2,0.0,Detchd,7200,0,MetalSd,3,1671,3,CollgCr,Normal,1,24.0,1Story,RL,Low,WD,RFn,CBlock,2,215,5.0,60.0,MetalSd,6,123000
45,2940,0,288.0,Attchd,7590,3,VinylSd,3,2352,3,NAmes,Normal,2,45.0,2Story,RL,Lvl,WD,RFn,CBlock,1,0,5.0,69.0,VinylSd,8,169500
57,2376,0,0.0,Detchd,8967,0,MetalSd,2,1077,3,IDOTRR,Abnorml,1,87.0,1Story,RM,Lvl,WD,Unf,BrkTil,1,0,4.1,60.0,MetalSd,6,67000
2,3080,0,100.0,Attchd,8125,0,CmentBd,4,2362,4,Somerst,Normal,2,2.0,2Story,FV,Lvl,WD,Fin,PConc,2,0,6.3999999999999995,65.0,CemntBd,7,241000
12,3048,0,0.0,Attchd,14963,4,BrkFace,4,2074,5,Veenker,Normal,1,12.0,1Story,RL,Lvl,WD,Fin,PConc,2,120,7.1,38.0,BrkFace,4,245500
1,3020,2,0.0,Attchd,8767,4,VinylSd,4,1334,4,CollgCr,Partial,2,1.0,1Story,RL,Lvl,New,Fin,PConc,2,0,6.3999999999999995,65.0,VinylSd,6,164990
11,1584,0,0.0,Detchd,10200,0,Wd Sdng,3,672,3,Sawyer,Normal,1,68.0,1Story,RL,Lvl,WD,Unf,PConc,1,168,5.9,60.0,Wd Sdng,4,108000
8,3824,0,650.0,BuiltIn,12090,3,VinylSd,4,2263,4,NoRidge,Abnorml,2,8.0,2Story,RL,Lvl,WD,Fin,PConc,2,144,7.1,93.0,VinylSd,10,258000
11,2751,0,0.0,BuiltIn,10364,3,MetalSd,4,1572,3,Gilbert,Normal,2,12.0,2Story,RL,Lvl,WD,Fin,PConc,2,0,5.699999999999999,,MetalSd,7,168000
16,3391,0,0.0,Attchd,9991,3,Plywood,3,2736,3,Sawyer,Normal,2,16.0,1Story,RL,Lvl,WD,Unf,CBlock,2,120,4.0,,Plywood,8,150000
58,2943,0,0.0,Detchd,10480,0,MetalSd,3,1166,3,SWISU,Normal,1,72.0,1.5Fin,RL,Lvl,WD,Unf,BrkTil,1,0,5.699999999999999,51.0,MetalSd,6,115000
32,2828,0,0.0,Attchd,15576,0,Plywood,4,1680,3,Crawfor,Normal,2,48.0,2Story,RL,Lvl,WD,Unf,BrkTil,1,0,6.299999999999999,63.0,Wd Sdng,8,177000
1,4182,0,350.0,Attchd,14154,4,VinylSd,5,2172,4,NridgHt,Partial,2,1.0,2Story,RL,Lvl,New,RFn,PConc,3,192,6.3999999999999995,109.0,VinylSd,9,280000
0,3948,0,100.0,Attchd,10800,4,VinylSd,5,2867,5,Somerst,Partial,2,0.0,2Story,FV,Lvl,New,Fin,PConc,3,0,7.1,85.0,VinylSd,8,339750
51,2902,0,0.0,Attchd,9571,0,Brk Cmn,3,1276,3,Edwards,Abnorml,1,51.0,1Story,RL,Lvl,COD,Unf,CBlock,1,0,4.4,68.0,BrkComm,5,60000
51,2684,1,0.0,Attchd,34650,0,Wd Sdng,3,2112,3,Gilbert,Normal,1,51.0,1Story,RL,Bnk,WD,Fin,CBlock,2,264,5.0,100.0,Wd Sdng,5,145000
1,3432,2,432.0,Attchd,4403,4,MetalSd,5,2056,4,Somerst,Partial,2,1.0,1Story,FV,Lvl,New,Fin,PConc,2,0,6.3999999999999995,,MetalSd,7,222000
60,2396,0,0.0,Detchd,8960,4,Wd Shng,3,1028,3,OldTown,Normal,1,83.0,1Story,RM,Lvl,WD,Unf,CBlock,2,0,5.3,56.0,WdShing,5,115000
15,3855,0,0.0,Attchd,11228,3,VinylSd,4,2678,4,SawyerW,Normal,2,15.0,2Story,RL,Lvl,WD,Unf,PConc,3,196,6.3999999999999995,59.0,VinylSd,9,228000
0,3076,2,0.0,Attchd,8899,0,VinylSd,4,1364,4,Gilbert,Partial,2,0.0,1Story,RL,Lvl,New,Fin,PConc,2,100,6.3999999999999995,73.0,VinylSd,6,181134
28,2512,0,203.0,Attchd,7844,3,HdBoard,3,1609,3,Sawyer,Normal,1,28.0,2Story,RL,Lvl,WD,Fin,CBlock,2,0,6.299999999999999,74.0,HdBoard,6,149500
57,4858,0,0.0,Detchd,22420,4,Stucco,4,3752,3,Crawfor,Normal,2,89.0,2Story,RL,Lvl,WD,Unf,BrkTil,3,0,5.999999999999999,86.0,Wd Sdng,10,239000
57,2130,0,0.0,Detchd,8160,0,MetalSd,3,1446,3,Edwards,AdjLand,1,67.0,1.5Fin,RL,Lvl,WD,Unf,BrkTil,1,0,5.3,60.0,MetalSd,7,126000
42,2416,0,0.0,Attchd,8450,2,VinylSd,3,1831,3,NAmes,Normal,1,42.0,1Story,RL,Lvl,WD,Unf,CBlock,1,0,5.3,65.0,VinylSd,6,142000
10,3472,3,200.0,Attchd,7060,0,VinylSd,4,2653,3,Mitchel,Alloca,2,11.0,SFoyer,RM,Lvl,WD,Fin,PConc,4,0,6.3999999999999995,78.0,VinylSd,8,206300
9,3733,0,126.0,Attchd,16635,3,CmentBd,4,2848,4,NWAmes,Normal,2,32.0,1Story,RL,Lvl,WD,Fin,CBlock,2,240,6.299999999999999,,CemntBd,8,215000
54,2496,0,0.0,Attchd,21750,0,HdBoard,3,988,3,Mitchel,Normal,1,54.0,1Story,RL,HLS,WD,RFn,CBlock,2,0,5.0,100.0,HdBoard,4,113000
10,4796,0,473.0,Attchd,9200,3,VinylSd,4,3616,4,NoRidge,Normal,2,10.0,2Story,RL,Lvl,WD,Fin,PConc,3,0,7.1,80.0,VinylSd,8,315000
52,2689,0,74.0,Attchd,9000,4,Wd Sdng,4,1812,3,NAmes,Normal,1,52.0,1Story,RL,Lvl,WD,RFn,CBlock,1,0,5.699999999999999,72.0,Wd Sdng,6,139000
17,2280,0,0.0,Detchd,3378,4,HdBoard,3,1389,3,OldTown,Normal,1,62.0,2Story,RM,HLS,WD,Unf,CBlock,1,0,7.299999999999999,60.0,HdBoard,6,135000
20,3731,3,145.0,Attchd,12800,3,Wd Sdng,4,3162,4,SawyerW,Normal,2,20.0,SLvl,RL,Low,WD,Fin,PConc,2,80,6.3999999999999995,,Wd Sdng,5,275000
51,2166,0,0.0,Detchd,8593,0,MetalSd,3,1195,3,NAmes,Normal,1,44.0,1Story,RL,Lvl,WD,Unf,CBlock,1,0,4.6,77.0,MetalSd,5,109008
0,3044,0,108.0,Attchd,6762,0,VinylSd,4,1872,4,CollgCr,Partial,2,0.0,1Story,RL,Lvl,New,RFn,PConc,2,105,6.3999999999999995,64.0,VinylSd,6,195400
21,3380,1,0.0,Attchd,11457,3,HdBoard,4,2417,4,Timber,Normal,2,21.0,1Story,RL,Lvl,WD,Unf,CBlock,2,0,5.699999999999999,130.0,HdBoard,6,175000
37,1734,0,232.0,Detchd,1680,0,HdBoard,3,1374,3,BrDale,Abnorml,1,37.0,2Story,RM,Lvl,COD,Unf,CBlock,1,0,5.699999999999999,21.0,HdBoard,4,85400
10,2099,0,0.0,,5586,0,MetalSd,3,1198,3,OldTown,Abnorml,1,,1.5Fin,RM,Bnk,ConLD,,BrkTil,0,0,6.299999999999999,60.0,MetalSd,7,79900
36,2570,0,376.0,Detchd,1920,0,HdBoard,3,1836,3,BrDale,Normal,1,36.0,2Story,RM,Lvl,WD,Unf,CBlock,2,240,5.0,24.0,HdBoard,6,122500
10,3000,0,0.0,Attchd,10839,3,VinylSd,4,1604,3,Gilbert,Normal,2,11.0,2Story,RL,Lvl,WD,Fin,PConc,2,0,5.699999999999999,100.0,VinylSd,7,181000
36,1260,2,0.0,,1890,0,CmentBd,4,1125,3,MeadowV,Normal,1,,SFoyer,RM,Lvl,WD,,CBlock,0,88,4.9,21.0,CemntBd,3,81000
13,3010,2,0.0,Attchd,10667,3,VinylSd,4,2390,4,CollgCr,Normal,2,13.0,2Story,RL,Lvl,ConLw,RFn,PConc,2,158,6.699999999999999,43.0,VinylSd,6,212000
56,2206,0,0.0,Detchd,4400,0,Stucco,2,1118,3,OldTown,Normal,1,16.0,1.5Fin,RM,Lvl,WD,Unf,BrkTil,2,0,6.6,40.0,Stucco,6,116000
5,1968,0,0.0,Detchd,6000,0,Wd Sdng,3,904,3,BrkSide,Normal,1,83.0,1.5Unf,RM,Lvl,WD,Unf,PConc,1,0,6.299999999999999,50.0,Wd Sdng,4,119000
5,1486,0,0.0,Detchd,4280,4,Stucco,3,1059,4,Crawfor,Normal,1,17.0,1Story,RL,Lvl,WD,Unf,PConc,1,0,5.3,40.0,WdShing,4,90350
9,2408,1,0.0,Detchd,12354,0,Wd Sdng,3,1196,4,Edwards,Normal,1,4.0,1.5Fin,RL,Lvl,ConLI,Unf,BrkTil,2,0,6.6,67.0,Wd Sdng,7,110000
1,6168,3,200.0,Attchd,15431,4,VinylSd,5,4708,5,NridgHt,Normal,2,1.0,1Story,RL,Lvl,WD,Fin,PConc,3,0,8.5,105.0,VinylSd,10,555000
53,2880,0,270.0,,12108,0,VinylSd,3,1573,2,Edwards,Normal,2,,1Story,RL,Lvl,WD,,CBlock,0,0,4.0,92.0,VinylSd,8,118000
16,3011,0,0.0,Detchd,6240,4,MetalSd,3,1573,3,BrkSide,Normal,2,78.0,1.5Fin,RM,Lvl,WD,Unf,PConc,2,0,5.6,52.0,MetalSd,8,162900
0,3164,2,72.0,Attchd,3922,4,Wd Shng,5,1258,4,Blmngtn,Partial,2,0.0,1Story,RL,Lvl,New,Fin,PConc,3,144,6.3999999999999995,53.0,WdShing,6,172500
13,3316,0,0.0,Attchd,8750,3,VinylSd,4,2550,4,CollgCr,Normal,2,14.0,2Story,RL,Lvl,WD,Unf,PConc,2,144,6.3999999999999995,70.0,VinylSd,8,210000
53,3605,0,0.0,Attchd,9855,4,Wd Sdng,3,1689,3,Edwards,Normal,1,53.0,1Story,RL,Lvl,COD,Unf,CBlock,2,0,5.699999999999999,73.0,Wd Sdng,7,127500
8,3983,0,0.0,Attchd,16492,4,Plywood,3,2848,4,NAmes,Normal,2,44.0,1Story,RL,Lvl,WD,Fin,CBlock,2,0,5.999999999999999,137.0,BrkFace,6,190000
7,3247,0,0.0,Attchd,11214,3,VinylSd,4,1886,4,Gilbert,Normal,2,8.0,2Story,RL,Lvl,WD,Fin,PConc,2,89,6.3999999999999995,,VinylSd,10,199900
56,2354,0,0.0,Detchd,8600,4,MetalSd,3,1376,3,IDOTRR,Normal,2,69.0,1.5Fin,RM,Bnk,WD,Unf,BrkTil,1,0,5.999999999999999,50.0,MetalSd,7,119500
5,2140,0,0.0,Detchd,6000,0,MetalSd,3,1514,3,OldTown,Normal,1,26.0,1.5Fin,RM,Lvl,WD,Unf,CBlock,1,0,4.199999999999999,50.0,MetalSd,6,120000
1,1896,0,0.0,Detchd,5684,0,Wd Sdng,3,813,4,OldTown,Normal,1,74.0,1Story,RM,Lvl,WD,Unf,BrkTil,1,0,6.6,70.0,Wd Sdng,5,110000
31,3642,3,0.0,Attchd,70761,3,Plywood,4,2188,4,ClearCr,Normal,2,31.0,1Story,RL,Low,WD,Unf,CBlock,2,200,6.3999999999999995,62.0,Plywood,5,280000
10,3050,0,42.0,Attchd,9303,0,VinylSd,5,2498,3,Timber,Normal,2,11.0,2Story,RL,Lvl,WD,Fin,PConc,2,144,5.699999999999999,,VinylSd,7,204000
1,3034,0,0.0,Attchd,9000,0,VinylSd,4,1590,4,Somerst,Normal,2,1.0,2Story,FV,Lvl,WD,RFn,PConc,2,0,7.1,75.0,VinylSd,6,210000
30,4016,0,0.0,Detchd,9297,0,Plywood,3,3334,3,Mitchel,Family,2,30.0,1Story,RL,Lvl,WD,Unf,CBlock,2,0,5.0,63.0,Plywood,8,188000
34,3012,0,320.0,Attchd,9600,3,HdBoard,3,2158,3,NWAmes,Normal,1,34.0,1Story,RL,Lvl,WD,Unf,CBlock,2,0,6.699999999999999,80.0,HdBoard,6,175500
58,2481,0,0.0,Detchd,4571,0,AsbShng,3,1344,3,OldTown,Abnorml,1,92.0,2Story,RM,Lvl,COD,Unf,BrkTil,3,0,5.0,34.0,AsbShng,7,98000
14,3556,3,0.0,Attchd,53227,4,Plywood,4,2779,4,ClearCr,Normal,1,54.0,1Story,RL,Low,WD,Fin,CBlock,2,224,4.6,,Plywood,6,256000
12,2482,0,0.0,Detchd,5100,4,Wd Shng,3,1666,4,OldTown,Normal,1,83.0,2Story,RM,Lvl,WD,Unf,PConc,1,192,7.699999999999999,,Stucco,7,161000
59,2264,0,161.0,Detchd,7015,3,MetalSd,3,1388,4,BrkSide,Normal,1,59.0,1.5Fin,RL,Bnk,WD,Unf,CBlock,1,0,4.7,,MetalSd,5,110000
0,3319,0,110.0,BuiltIn,8004,0,VinylSd,4,2479,3,Somerst,Partial,2,0.0,2Story,FV,Lvl,New,Fin,PConc,2,0,7.1,75.0,VinylSd,8,263435
2,2271,0,0.0,Detchd,7200,0,Wd Sdng,4,1695,4,SWISU,Normal,1,38.0,2Story,RL,Lvl,WD,RFn,PConc,2,256,7.6,60.0,Wd Sdng,6,155000
44,2088,0,0.0,Detchd,8281,1,MetalSd,3,1728,3,Sawyer,Normal,1,44.0,1Story,RL,Lvl,WD,Unf,CBlock,1,0,5.0,60.0,MetalSd,5,62383
13,2615,0,0.0,Detchd,11988,4,Stucco,3,1986,3,Crawfor,Normal,1,69.0,2Story,RL,HLS,WD,Unf,CBlock,1,0,6.299999999999999,74.0,Stucco,6,188700
31,2080,0,136.0,,8430,0,HdBoard,4,1656,3,CollgCr,Normal,2,,1Story,RL,HLS,WD,,CBlock,0,0,5.0,60.0,HdBoard,5,124000
2,3187,0,18.0,Attchd,3072,3,VinylSd,4,1414,4,Blmngtn,Normal,2,2.0,1Story,RM,Lvl,WD,Fin,PConc,2,144,6.3999999999999995,,VinylSd,6,178740
37,3080,3,0.0,Attchd,10628,1,Plywood,3,2055,3,NAmes,Normal,1,37.0,1Story,RL,Lvl,WD,Unf,CBlock,2,0,6.3999999999999995,85.0,Plywood,5,167000
12,2684,0,224.0,Attchd,9480,4,MetalSd,3,2030,4,NAmes,Normal,1,65.0,2Story,RL,Lvl,WD,Unf,CBlock,1,168,5.6,79.0,MetalSd,7,146500
1,4126,0,248.0,Attchd,11428,4,VinylSd,4,1634,4,NridgHt,Normal,2,1.0,1Story,RL,Lvl,WD,RFn,PConc,3,0,7.1,98.0,VinylSd,7,250000
15,3048,0,120.0,Attchd,9291,0,HdBoard,4,2136,4,SawyerW,Normal,2,15.0,2Story,RL,Lvl,WD,RFn,PConc,2,144,5.699999999999999,76.0,HdBoard,7,187000
25,3518,2,0.0,Attchd,6820,0,HdBoard,4,2990,4,StoneBr,Normal,1,25.0,1Story,RL,Lvl,WD,RFn,PConc,2,0,7.1,,HdBoard,4,212000
30,3311,0,0.0,Attchd,11952,4,Plywood,4,1969,3,NWAmes,Normal,2,30.0,2Story,RL,Lvl,WD,RFn,CBlock,2,0,6.699999999999999,92.0,WdShing,8,190000
3,2144,3,80.0,Basment,3675,0,VinylSd,4,1531,3,Edwards,Normal,1,3.0,SLvl,RM,Lvl,WD,RFn,PConc,2,0,5.699999999999999,35.0,VinylSd,5,148000
0,4860,3,304.0,Attchd,14977,5,VinylSd,5,3326,4,NridgHt,Partial,2,1.0,1Story,RL,Lvl,New,RFn,PConc,3,250,7.1,110.0,VinylSd,7,440000
7,3645,2,0.0,Attchd,5330,0,CmentBd,4,2848,5,StoneBr,Normal,2,7.0,1Story,RL,Lvl,WD,RFn,PConc,2,96,7.1,41.0,CemntBd,6,251000
44,2564,0,0.0,Detchd,8480,0,HdBoard,3,1600,3,Sawyer,Normal,1,11.0,1Story,RL,Lvl,WD,Unf,CBlock,2,0,5.3,80.0,HdBoard,5,132500
10,3479,3,215.0,Attchd,13125,3,VinylSd,4,2487,4,CollgCr,Normal,2,11.0,1Story,RL,Lvl,WD,Fin,PConc,2,140,5.699999999999999,75.0,VinylSd,7,208900
1,5490,2,772.0,BuiltIn,13693,4,VinylSd,4,2643,5,NridgHt,Normal,2,1.0,2Story,RL,Lvl,WD,Fin,PConc,3,414,7.8,105.0,VinylSd,9,380000
1,4249,3,336.0,Attchd,10637,4,VinylSd,5,3006,4,CollgCr,Normal,2,2.0,1Story,RL,Lvl,WD,RFn,PConc,3,208,7.1,79.0,VinylSd,7,297000
7,2710,0,435.0,Detchd,5925,0,Stucco,2,1299,3,OldTown,Alloca,1,12.0,1Story,RM,Bnk,WD,Unf,BrkTil,2,0,4.9,50.0,Stucco,7,89471
1,4455,3,378.0,Attchd,16033,4,VinylSd,5,3111,4,NridgHt,Normal,2,2.0,1Story,RL,Lvl,WD,Fin,PConc,3,519,7.8,98.0,VinylSd,8,326000
2,4458,3,562.0,Attchd,11846,4,VinylSd,5,3359,5,NridgHt,Normal,2,3.0,1Story,RL,HLS,WD,Fin,PConc,3,206,7.8,72.0,VinylSd,6,374000
4,2900,0,0.0,Attchd,2500,4,Stucco,3,2125,5,OldTown,Normal,1,94.0,2Story,RM,Lvl,WD,Unf,PConc,1,0,7.299999999999999,50.0,Stucco,7,155000
8,2834,0,116.0,Attchd,4500,0,VinylSd,5,2113,3,Mitchel,Normal,2,8.0,1Story,RM,Lvl,WD,Unf,PConc,2,0,5.699999999999999,32.0,VinylSd,5,164000
6,2262,0,0.0,Detchd,7758,0,Plywood,3,1587,4,Sawyer,Normal,1,44.0,1Story,RL,Lvl,WD,Unf,CBlock,1,0,5.6,,HdBoard,6,132500
2,2490,0,0.0,Attchd,9600,4,MetalSd,3,1720,4,NAmes,Normal,1,59.0,1Story,RL,Lvl,WD,Unf,CBlock,1,0,5.6,80.0,MetalSd,5,147000
42,2661,0,168.0,Attchd,10289,0,MetalSd,3,1909,3,NAmes,Normal,1,42.0,1Story,RL,Lvl,WD,RFn,CBlock,2,0,5.6,79.0,MetalSd,6,156000
36,3455,2,0.0,Attchd,12243,3,Plywood,4,2482,3,NWAmes,Normal,2,36.0,1Story,RL,Lvl,WD,Unf,CBlock,2,224,5.3,70.0,Plywood,7,175000
36,3888,0,0.0,Attchd,10800,4,Wd Sdng,3,3078,3,OldTown,Normal,2,36.0,1.5Fin,RL,Lvl,ConLD,Unf,CBlock,2,142,4.7,60.0,Wd Sdng,10,160000
7,1546,2,0.0,Attchd,1526,0,CmentBd,4,1145,4,MeadowV,Normal,1,39.0,SFoyer,RM,Lvl,WD,Unf,CBlock,1,0,5.199999999999999,21.0,CemntBd,3,86000
32,1904,1,0.0,BuiltIn,2665,4,CmentBd,4,1304,3,MeadowV,Normal,1,32.0,2Story,RM,Lvl,WD,Fin,PConc,1,141,5.3,,CemntBd,4,115000
56,2624,0,0.0,Attchd,9490,3,Wd Sdng,3,2146,2,NAmes,Normal,1,65.0,1.5Fin,RL,Lvl,WD,Unf,CBlock,1,0,6.299999999999999,79.0,Wd Sdng,5,133000
0,2613,0,0.0,Attchd,15578,0,VinylSd,4,1456,3,Gilbert,Partial,2,0.0,2Story,RL,Lvl,New,RFn,PConc,2,0,5.699999999999999,105.0,VinylSd,8,172785
48,2846,0,0.0,Detchd,7931,2,Wd Sdng,3,2175,3,NAmes,Normal,1,44.0,1Story,RL,Lvl,WD,Unf,CBlock,1,0,5.3,70.0,BrkFace,6,155000
13,1349,0,0.0,Attchd,5784,0,MetalSd,2,886,3,OldTown,Normal,1,71.0,1Story,RM,Lvl,WD,Unf,BrkTil,1,144,5.9,50.0,MetalSd,4,91300
59,1440,0,0.0,,7879,0,Wd Sdng,3,1215,3,IDOTRR,Abnorml,1,,1Story,C (all),Lvl,WD,,CBlock,0,0,4.3,60.0,Wd Sdng,4,34900
14,6974,0,0.0,Attchd,12692,4,BrkFace,4,4459,4,NoRidge,Normal,3,15.0,1Story,RL,Lvl,WD,RFn,PConc,2,264,7.1,,BrkFace,10,430000
58,3086,0,0.0,Detchd,9120,0,Wd Sdng,3,2149,3,BrkSide,Normal,2,83.0,1.5Fin,RL,Lvl,WD,Unf,PConc,1,0,6.699999999999999,60.0,Wd Sdng,8,184000
