MSSubClass,MSZoning,LotFrontage,LotArea,Street,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice,BsmtFinType1_BLQ,BsmtFinType1_GLQ,BsmtFinType1_LwQ,BsmtFinType1_NoBasement,BsmtFinType1_Rec,BsmtFinType1_Unf,BsmtFinType2_BLQ,BsmtFinType2_GLQ,BsmtFinType2_LwQ,BsmtFinType2_NoBasement,BsmtFinType2_Rec,BsmtFinType2_Unf
60,FV,64.0,8791,Pave,IR1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,6,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,0.0,4,3,PConc,4,3,0,503,0,361,864,GasA,5,Y,SBrkr,864,864,0,1728,0,0,2,1,3,1,4,7,Typ,0,0,Attchd,2003.0,RFn,2,673,3,3,Y,216,56,0,0,0,0,0,5,2008,WD,Normal,207500,False,False,False,False,True,False,False,False,False,False,False,True
20,RL,68.0,8814,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,180.0,4,3,PConc,4,3,0,1334,0,270,1604,GasA,5,Y,SBrkr,1604,0,0,1604,1,0,2,1,3,1,4,8,Typ,1,4,Attchd,2006.0,RFn,2,660,3,3,Y,123,110,0,0,0,0,0,3,2009,WD,Abnorml,220000,False,True,False,False,False,False,False,False,False,False,False,True
60,RL,80.0,12435,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2001,2001,Gable,CompShg,VinylSd,VinylSd,172.0,4,3,PConc,4,3,0,361,0,602,963,GasA,5,Y,SBrkr,963,829,0,1792,0,0,2,1,3,1,4,7,Typ,1,3,Attchd,2001.0,RFn,2,564,3,3,Y,0,96,0,245,0,0,0,5,2008,WD,Normal,231500,False,True,False,False,False,False,False,False,False,False,False,True
20,RM,70.0,12702,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,5,5,1956,1956,Gable,CompShg,BrkFace,BrkFace,0.0,3,3,PConc,0,0,0,0,0,0,0,GasA,4,Y,FuseA,882,0,0,882,0,0,1,0,2,1,3,4,Typ,0,0,Detchd,1956.0,Unf,1,308,3,3,Y,0,45,0,0,0,0,0,12,2008,WD,Normal,97000,False,False,False,True,False,False,False,False,False,True,False,False
80,RL,120.0,19296,Pave,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Artery,Norm,1Fam,SLvl,6,5,1962,1962,Gable,CompShg,Wd Sdng,Wd Sdng,399.0,3,3,CBlock,3,3,3,672,690,0,1362,GasA,3,Y,SBrkr,1382,0,0,1382,1,0,1,0,3,1,3,6,Typ,1,3,Attchd,1991.0,Unf,2,884,3,3,Y,0,0,252,0,0,0,0,5,2009,WD,Normal,176000,False,False,False,False,True,False,False,False,False,False,False,False
60,RL,69.0,9588,Pave,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,8,5,2007,2007,Gable,CompShg,CemntBd,CmentBd,270.0,4,3,PConc,5,3,0,0,0,1482,1482,GasA,5,Y,SBrkr,1482,1092,0,2574,0,0,2,1,3,1,5,10,Typ,1,4,BuiltIn,2007.0,Fin,3,868,3,3,Y,0,148,0,0,0,0,0,11,2007,New,Partial,276000,False,False,False,False,False,True,False,False,False,False,False,True
80,RL,88.0,8471,Pave,IR1,Lvl,AllPub,Corner,Gtl,Sawyer,Norm,Norm,1Fam,SLvl,6,7,1977,1995,Gable,CompShg,HdBoard,Plywood,46.0,3,3,CBlock,4,4,2,506,0,0,506,GasA,3,Y,SBrkr,1212,0,0,1212,1,0,1,0,3,1,3,6,Typ,1,3,Attchd,1978.0,Unf,2,492,3,3,Y,292,12,0,0,0,0,0,7,2006,WD,Normal,151000,False,False,False,False,False,False,False,False,False,False,False,True
50,RM,50.0,5500,Pave,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,5,7,1929,2001,Gable,CompShg,Wd Sdng,Wd Sdng,0.0,3,3,BrkTil,3,3,0,234,692,0,926,GasA,3,Y,SBrkr,926,0,390,1316,1,0,1,0,3,1,3,6,Typ,0,0,Detchd,1974.0,Unf,2,484,3,3,Y,0,0,0,0,0,0,0,4,2010,WD,Normal,130000,False,False,True,False,False,False,False,False,False,False,False,False
30,RM,30.0,5232,Pave,IR3,Bnk,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Fam,1Story,5,5,1925,2004,Gable,CompShg,Wd Sdng,Wd Sdng,0.0,3,3,BrkTil,2,3,0,0,0,680,680,GasA,4,N,FuseP,764,0,0,764,0,0,1,0,2,1,3,4,Typ,0,0,Detchd,1965.0,Unf,2,504,3,3,N,0,0,0,0,0,0,0,6,2008,WD,Normal,73000,False,False,False,False,False,True,False,False,False,False,False,True
20,RL,78.0,12090,Pave,IR1,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,6,6,1981,1981,Gable,CompShg,MetalSd,MetalSd,210.0,3,4,CBlock,4,3,0,588,228,606,1422,GasA,3,Y,SBrkr,1422,0,0,1422,0,0,2,0,3,1,4,7,Typ,1,3,Attchd,1981.0,Fin,2,576,3,3,Y,276,0,0,0,0,0,0,6,2008,WD,Normal,175500,False,True,False,False,False,False,False,False,True,False,False,False
60,RL,70.0,11207,Pave,IR1,HLS,AllPub,FR2,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,1997,1997,Gable,CompShg,VinylSd,VinylSd,0.0,3,3,PConc,4,3,2,714,0,88,802,GasA,4,Y,SBrkr,802,709,0,1511,1,0,2,1,3,1,3,8,Typ,1,3,Attchd,1997.0,Fin,2,413,3,3,Y,95,75,0,0,0,0,0,6,2006,WD,Normal,185000,False,True,False,False,False,False,False,False,False,False,False,True
75,RL,60.0,8400,Pave,Reg,Bnk,AllPub,Inside,Mod,SWISU,Norm,Norm,1Fam,2.5Fin,5,8,1939,1997,Gable,CompShg,Wd Sdng,Wd Sdng,0.0,3,3,PConc,3,3,0,378,0,342,720,GasA,5,Y,SBrkr,1052,720,420,2192,0,0,2,1,4,1,4,8,Typ,1,4,Detchd,1939.0,Unf,1,240,3,3,Y,262,24,0,0,0,0,0,7,2008,WD,Normal,179500,False,False,True,False,False,False,False,False,False,False,False,True
30,RM,71.0,6900,Pave,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1Story,5,6,1940,1955,Gable,CompShg,VinylSd,VinylSd,0.0,3,3,CBlock,3,3,0,403,125,212,740,GasA,5,Y,SBrkr,778,0,0,778,0,0,1,0,2,1,3,4,Typ,1,4,Detchd,1966.0,Fin,1,924,5,5,Y,0,25,0,0,0,0,0,2,2008,WD,Normal,120500,False,False,False,False,False,False,False,False,False,False,True,False
20,RL,,7917,Pave,IR1,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,1Story,6,7,1976,1976,Hip,CompShg,HdBoard,HdBoard,174.0,3,4,CBlock,3,4,0,751,0,392,1143,GasA,3,Y,SBrkr,1113,0,0,1113,1,0,1,1,3,1,3,6,Typ,1,2,Attchd,1987.0,RFn,1,504,3,4,Y,370,30,0,0,0,0,0,5,2007,WD,Normal,148000,True,False,False,False,False,False,False,False,False,False,False,True
60,FV,84.0,10728,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,8,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,0.0,4,3,PConc,4,3,1,0,0,1095,1095,GasA,4,Y,SBrkr,1095,844,0,1939,0,0,2,1,3,1,4,8,Typ,1,4,Attchd,2006.0,RFn,3,1053,3,3,Y,192,51,0,0,0,0,0,8,2006,New,Partial,266000,False,False,False,False,False,True,False,False,False,False,False,True
20,RL,73.0,39104,Pave,IR1,Low,AllPub,CulDSac,Sev,ClearCr,Norm,Norm,1Fam,1Story,7,7,1954,2005,Flat,Membran,Plywood,Plywood,0.0,3,3,CBlock,4,3,3,226,1063,96,1385,GasA,5,Y,SBrkr,1363,0,0,1363,1,0,1,0,2,1,3,5,Mod,2,3,Attchd,1954.0,Unf,2,439,3,3,Y,81,0,0,0,0,0,0,4,2008,WD,Normal,241500,False,False,True,False,False,False,False,True,False,False,False,False
60,RL,92.0,11764,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,7,1999,2007,Gable,CompShg,VinylSd,VinylSd,348.0,4,3,PConc,4,3,0,524,0,628,1152,GasA,5,Y,SBrkr,1164,1106,0,2270,0,0,2,1,4,1,4,9,Typ,1,4,Attchd,1999.0,Fin,3,671,3,3,Y,132,57,0,0,0,0,0,4,2010,WD,Normal,290000,False,True,False,False,False,False,False,False,False,False,False,True
20,RL,80.0,9600,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Feedr,Norm,1Fam,1Story,6,6,1958,1988,Hip,CompShg,Wd Sdng,Wd Sdng,183.0,3,3,CBlock,3,3,0,620,620,0,1240,GasA,4,Y,SBrkr,1632,0,0,1632,1,0,2,0,3,1,3,6,Min1,1,4,Attchd,1958.0,RFn,1,338,3,3,Y,289,0,0,0,0,0,0,4,2009,WD,Normal,139000,False,False,False,False,True,False,False,False,True,False,False,False
20,RL,76.0,8314,Pave,Reg,Lvl,AllPub,Corner,Gtl,Mitchel,Norm,Norm,1Fam,1Story,5,7,1982,1982,Gable,CompShg,HdBoard,ImStucc,0.0,3,3,CBlock,3,3,3,546,0,270,816,GasA,3,Y,SBrkr,816,0,0,816,0,0,1,0,2,1,3,5,Typ,0,0,Attchd,1982.0,Unf,1,264,3,3,Y,168,0,0,0,0,0,0,6,2007,WD,Normal,124500,False,False,False,False,False,False,False,False,False,False,False,True
50,RL,55.0,7264,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,7,7,1925,2007,Gable,CompShg,Wd Sdng,Wd Sdng,0.0,4,4,BrkTil,3,3,0,0,0,952,952,GasW,4,N,SBrkr,952,596,0,1548,0,0,2,1,3,1,5,5,Typ,0,0,Detchd,1978.0,Unf,2,672,3,3,Y,74,0,0,0,144,0,0,10,2009,WD,Normal,205000,False,False,False,False,False,True,False,False,False,False,False,True
20,RL,129.0,9196,Pave,IR1,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,1Story,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,0.0,4,3,PConc,5,3,0,0,0,1560,1560,GasA,5,Y,SBrkr,1560,0,0,1560,0,0,2,0,3,1,4,7,Typ,0,0,Attchd,2003.0,Fin,2,573,3,3,Y,100,150,0,0,0,0,0,4,2010,WD,Normal,201000,False,False,False,False,False,True,False,False,False,False,False,True
20,RL,140.0,19138,Pave,Reg,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,1Story,4,5,1951,1951,Gable,CompShg,VinylSd,VinylSd,0.0,3,3,CBlock,3,3,0,120,0,744,864,GasA,5,Y,SBrkr,864,0,0,864,0,0,1,0,2,1,3,4,Typ,0,0,Detchd,1951.0,Unf,2,400,3,3,Y,0,0,0,0,0,0,0,6,2010,WD,Normal,141000,False,False,True,False,False,False,False,False,False,False,False,True
20,RL,107.0,14450,Pave,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,9,5,2006,2007,Gable,CompShg,CemntBd,CmentBd,315.0,5,3,PConc,5,3,3,0,0,2121,2121,GasA,5,Y,SBrkr,2121,0,0,2121,0,0,2,1,3,1,5,8,Typ,1,5,Attchd,2007.0,Fin,3,732,3,3,Y,124,98,0,0,142,0,0,5,2007,New,Partial,415298,False,False,False,False,False,True,False,False,False,False,False,True
60,RL,83.0,10005,Pave,Reg,Lvl,AllPub,Inside,Gtl,ClearCr,Norm,Norm,1Fam,2Story,7,5,1977,1977,Hip,CompShg,Plywood,Plywood,299.0,3,3,CBlock,4,3,0,392,0,768,1160,GasA,5,Y,SBrkr,1156,866,0,2022,0,0,2,1,4,1,3,8,Typ,1,3,Attchd,1977.0,Fin,2,505,3,3,Y,288,117,0,0,0,0,0,3,2008,WD,Normal,192000,True,False,False,False,False,False,False,False,False,False,False,True
60,RL,82.0,11287,Pave,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,7,6,1989,1989,Gable,CompShg,Plywood,Plywood,340.0,4,3,CBlock,4,3,2,421,0,386,807,GasA,4,Y,SBrkr,1175,807,0,1982,0,0,2,1,3,1,4,7,Typ,1,3,Attchd,1989.0,Fin,2,575,3,3,Y,0,84,0,196,0,0,0,1,2007,WD,Normal,228500,False,True,False,False,False,False,False,False,False,False,False,True
20,FV,60.0,7200,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,6,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,68.0,4,3,PConc,4,3,0,905,0,357,1262,GasA,4,Y,SBrkr,1262,0,0,1262,0,0,2,0,2,1,4,5,Typ,0,0,Attchd,2006.0,Fin,2,572,3,3,Y,0,120,0,0,0,0,0,5,2006,New,Partial,185000,False,True,False,False,False,False,False,False,False,False,False,True
120,RL,34.0,5063,Pave,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,Twnhs,1Story,7,5,2007,2008,Gable,CompShg,VinylSd,VinylSd,166.0,4,3,PConc,4,3,0,904,0,410,1314,GasA,5,Y,SBrkr,1314,0,0,1314,1,0,2,0,2,1,4,6,Typ,1,4,Attchd,2008.0,RFn,2,626,3,3,Y,172,62,0,0,0,0,0,4,2009,ConLw,Normal,207500,False,True,False,False,False,False,False,False,False,False,False,True
20,RL,74.0,9612,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Feedr,Norm,1Fam,1Story,8,5,2008,2009,Gable,CompShg,VinylSd,VinylSd,72.0,4,3,PConc,4,3,0,0,0,1468,1468,GasA,5,Y,SBrkr,1468,0,0,1468,0,0,2,0,3,1,4,6,Typ,1,4,Attchd,2008.0,Fin,3,898,3,3,Y,210,150,0,0,0,0,0,12,2009,New,Partial,244600,False,False,False,False,False,True,False,False,False,False,False,True
120,RL,50.0,8012,Pave,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,TwnhsE,1Story,6,5,1992,1992,Gable,CompShg,Plywood,ImStucc,0.0,4,3,PConc,4,3,0,430,0,1145,1575,GasA,4,Y,SBrkr,1575,0,0,1575,1,0,2,0,2,1,4,5,Typ,0,0,Attchd,1992.0,RFn,2,529,3,3,Y,0,0,52,0,0,0,0,7,2007,WD,Normal,179200,False,True,False,False,False,False,False,False,False,False,False,True
160,FV,35.0,4251,Pave,IR1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,7,5,2006,2007,Gable,CompShg,MetalSd,MetalSd,0.0,4,3,PConc,4,3,0,0,0,625,625,GasA,5,Y,SBrkr,625,625,0,1250,0,0,2,1,2,1,4,5,Typ,0,0,Detchd,2006.0,RFn,2,528,3,3,Y,0,54,0,0,0,0,0,6,2007,New,Partial,164700,False,False,False,False,False,True,False,False,False,False,False,True
50,RL,77.0,9786,Pave,IR1,Bnk,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1.5Fin,6,7,1962,1981,Gable,CompShg,Wd Sdng,Wd Sdng,0.0,3,3,CBlock,3,3,0,600,0,312,912,GasA,3,Y,SBrkr,1085,649,0,1734,0,0,1,1,3,1,4,7,Typ,1,4,Attchd,1962.0,RFn,2,440,3,3,Y,0,0,0,0,128,0,0,6,2006,WD,Normal,159000,False,False,False,False,True,False,False,False,False,False,False,True
20,RL,,8125,Pave,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,4,1971,1971,Gable,CompShg,HdBoard,HdBoard,0.0,3,3,CBlock,3,3,0,614,0,244,858,GasA,3,Y,SBrkr,858,0,0,858,0,0,1,0,3,1,3,5,Typ,0,0,,,,0,0,0,0,Y,0,0,0,0,0,0,0,6,2006,WD,Normal,88000,True,False,False,False,False,False,False,False,False,False,False,True
20,RL,,9819,Pave,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,5,1967,1967,Gable,CompShg,MetalSd,MetalSd,31.0,3,4,CBlock,3,3,0,450,0,432,882,GasA,3,Y,SBrkr,900,0,0,900,0,0,1,0,3,1,3,5,Typ,0,0,Detchd,1970.0,Unf,1,280,3,3,Y,0,0,0,0,0,0,0,2,2010,WD,Normal,122000,True,False,False,False,False,False,False,False,False,False,False,True
70,RL,60.0,8730,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,RRAn,Norm,1Fam,2Story,6,7,1915,2003,Gable,CompShg,Wd Sdng,Wd Sdng,0.0,3,3,BrkTil,3,3,0,0,0,698,698,GasA,5,Y,FuseA,698,698,0,1396,0,0,1,0,3,1,3,7,Typ,0,0,Detchd,2003.0,Unf,1,384,3,3,Y,0,0,0,0,259,0,0,7,2007,WD,Normal,153575,False,False,False,False,False,True,False,False,False,False,False,True
60,RL,120.0,15611,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,8,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,0.0,4,3,PConc,4,3,2,0,0,1079,1079,GasA,5,Y,SBrkr,1079,840,0,1919,0,0,2,1,3,1,4,8,Typ,1,4,Attchd,2006.0,RFn,2,685,4,3,Y,0,51,0,0,0,0,0,7,2006,New,Partial,233230,False,False,False,False,False,True,False,False,False,False,False,True
190,RL,55.0,5687,Pave,Reg,Bnk,AllPub,Inside,Gtl,SWISU,Norm,Norm,2fmCon,2Story,5,6,1912,2000,Gable,CompShg,VinylSd,VinylSd,0.0,3,2,PConc,3,2,0,210,0,570,780,GasA,5,N,SBrkr,936,780,0,1716,1,0,2,0,6,1,2,9,Typ,0,0,,,,0,0,0,0,N,0,184,0,0,0,0,0,3,2008,WD,Normal,135900,False,False,False,False,True,False,False,False,False,False,False,True
50,RL,60.0,11409,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,5,4,1949,2008,Gable,CompShg,Wd Sdng,Wd Sdng,0.0,3,3,CBlock,3,3,0,292,0,476,768,GasA,4,Y,SBrkr,1148,568,0,1716,0,0,1,1,3,1,3,8,Min2,1,4,Attchd,1949.0,Unf,1,281,3,3,Y,0,0,0,0,160,0,0,1,2009,WD,Normal,131000,False,False,True,False,False,False,False,False,False,False,False,True
60,RL,,16659,Pave,IR1,Lvl,AllPub,Corner,Gtl,NWAmes,PosA,Norm,1Fam,2Story,7,7,1977,1994,Gable,CompShg,Plywood,Plywood,34.0,3,3,CBlock,3,3,0,795,0,0,795,GasA,2,Y,SBrkr,1468,795,0,2263,1,0,2,1,3,1,4,9,Typ,1,3,Attchd,1977.0,Fin,2,539,3,3,Y,0,250,0,0,0,0,0,3,2006,WD,Normal,235000,False,False,False,False,False,False,False,False,False,False,False,True
20,RL,80.0,9600,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,5,1953,1953,Hip,CompShg,HdBoard,HdBoard,238.0,3,3,CBlock,3,3,0,1285,0,131,1416,GasA,3,Y,SBrkr,1644,0,0,1644,1,0,1,0,3,1,3,7,Typ,2,4,Attchd,1953.0,Fin,2,418,3,3,Y,110,0,0,0,0,0,0,10,2009,WD,Normal,167000,False,True,False,False,False,False,False,False,False,False,False,True
80,RL,37.0,7937,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,Mitchel,Norm,Norm,1Fam,SLvl,6,6,1984,1984,Gable,CompShg,HdBoard,HdBoard,0.0,3,3,CBlock,3,3,2,819,0,184,1003,GasA,3,Y,SBrkr,1003,0,0,1003,1,0,1,0,3,1,3,6,Typ,0,0,Detchd,1984.0,Unf,2,588,3,3,Y,120,0,0,0,0,0,0,3,2006,WD,Normal,142500,False,True,False,False,False,False,False,False,False,False,False,True
50,RM,75.0,13710,Pave,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,5,5,1950,1950,Gable,CompShg,Wd Sdng,Wd Sdng,0.0,3,3,CBlock,3,3,0,420,0,490,910,GasA,3,Y,FuseA,910,648,0,1558,0,0,1,1,4,1,3,6,Typ,0,0,Attchd,1950.0,Unf,1,282,3,3,Y,289,0,0,0,0,0,0,6,2007,WD,Normal,152000,True,False,False,False,False,False,False,False,False,False,False,True
60,FV,66.0,7399,Pave,IR1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,7,5,1997,1998,Hip,CompShg,VinylSd,VinylSd,1600.0,4,3,PConc,4,3,0,649,0,326,975,GasA,5,Y,SBrkr,975,975,0,1950,0,0,2,1,3,1,4,7,Typ,1,3,Detchd,1997.0,RFn,2,576,3,3,Y,0,10,0,0,198,0,0,6,2007,WD,Normal,239000,True,False,False,False,False,False,False,False,False,False,False,True
60,RL,90.0,11700,Pave,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,2Story,6,6,1968,1968,Mansard,CompShg,HdBoard,AsphShn,365.0,4,3,CBlock,3,3,0,384,175,143,702,GasA,4,Y,SBrkr,1041,702,0,1743,0,1,1,2,3,1,3,7,Typ,1,4,Attchd,1968.0,Unf,2,539,3,3,Y,224,0,0,0,0,0,0,6,2007,WD,Normal,175000,False,False,False,False,False,False,False,False,False,False,True,False
20,RL,80.0,14000,Pave,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1Story,6,8,1950,2004,Gable,CompShg,HdBoard,HdBoard,0.0,3,4,CBlock,3,3,0,0,0,1092,1092,GasA,5,Y,SBrkr,1152,0,0,1152,0,1,1,0,3,1,4,6,Typ,1,4,Attchd,1950.0,Unf,1,300,3,3,Y,0,36,0,0,0,0,0,8,2009,WD,Family,158500,False,False,False,False,False,True,False,False,False,False,False,True
190,RL,90.0,15750,Pave,Reg,Lvl,AllPub,Corner,Gtl,Crawfor,Norm,Norm,2fmCon,1Story,5,5,1953,1953,Hip,CompShg,MetalSd,MetalSd,56.0,3,3,CBlock,3,3,1,841,0,324,1165,GasA,3,Y,SBrkr,1336,0,0,1336,1,0,1,0,2,1,3,5,Typ,2,4,Attchd,1953.0,Unf,1,375,3,3,Y,0,0,0,0,0,0,0,6,2006,WD,Normal,157000,True,False,False,False,False,False,False,False,False,False,False,True
60,RL,66.0,16226,Pave,IR3,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,8,5,1998,1999,Gable,CompShg,VinylSd,VinylSd,0.0,4,3,PConc,4,3,0,281,0,747,1028,GasA,5,Y,SBrkr,1210,1242,0,2452,0,0,2,1,4,1,4,9,Typ,1,3,BuiltIn,1998.0,Fin,2,683,3,3,Y,208,50,0,0,0,0,0,5,2007,WD,Normal,267000,False,True,False,False,False,False,False,False,False,False,False,True
20,RL,118.0,13704,Pave,IR1,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2001,2002,Gable,CompShg,VinylSd,VinylSd,150.0,4,3,PConc,4,3,0,0,0,1541,1541,GasA,5,Y,SBrkr,1541,0,0,1541,0,0,2,0,3,1,4,6,Typ,1,3,Attchd,2001.0,RFn,3,843,3,3,Y,468,81,0,0,0,0,0,1,2006,WD,Normal,205000,False,False,False,False,False,True,False,False,False,False,False,True
20,RL,70.0,9800,Pave,Reg,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,7,1972,1972,Gable,CompShg,VinylSd,VinylSd,0.0,3,3,PConc,3,3,0,894,0,0,894,GasA,3,Y,SBrkr,894,0,0,894,1,0,1,0,3,1,3,5,Typ,0,0,Attchd,1975.0,Unf,2,552,3,3,Y,256,0,0,0,0,0,0,7,2006,WD,Abnorml,149900,False,False,False,False,False,False,False,False,False,False,False,True
75,RM,87.0,18386,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2.5Fin,7,9,1880,2002,Gable,CompShg,CemntBd,CmentBd,0.0,3,3,BrkTil,3,3,0,0,0,1470,1470,GasA,5,Y,SBrkr,1675,1818,0,3493,0,0,3,0,3,1,4,10,Typ,1,5,Attchd,2003.0,Unf,3,870,3,3,Y,302,0,0,0,0,0,0,5,2008,WD,Normal,295000,False,False,False,False,False,True,False,False,False,False,False,True
20,RL,80.0,10386,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,8,5,2004,2005,Gable,CompShg,CemntBd,CmentBd,246.0,4,3,PConc,4,3,0,1464,0,536,2000,GasA,5,Y,SBrkr,2000,0,0,2000,1,0,2,0,3,1,4,8,Typ,0,0,Attchd,2004.0,Fin,3,888,3,3,Y,168,0,0,0,0,0,0,7,2007,WD,Normal,305900,False,True,False,False,False,False,False,False,False,False,False,True
60,RL,116.0,13474,Pave,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Feedr,Norm,1Fam,2Story,7,5,1990,1991,Gable,CompShg,HdBoard,Plywood,246.0,4,3,CBlock,4,3,0,700,0,0,700,GasA,4,Y,SBrkr,1122,1121,0,2243,1,0,2,1,4,1,4,8,Typ,1,3,Attchd,1990.0,RFn,3,746,3,3,Y,127,44,224,0,0,0,0,6,2007,WD,Normal,225000,False,False,False,False,False,False,False,False,False,False,False,True
50,RM,,7920,Pave,IR1,Lvl,AllPub,Inside,Gtl,IDOTRR,Artery,Norm,1Fam,1.5Fin,6,7,1920,1950,Gable,CompShg,MetalSd,MetalSd,0.0,3,2,CBlock,3,3,0,0,0,319,319,GasA,3,Y,FuseA,1035,371,0,1406,0,0,1,0,3,1,2,6,Typ,0,0,,,,0,0,0,0,N,0,144,0,0,0,0,0,3,2008,WD,Normal,89500,False,False,False,False,False,True,False,False,False,False,False,True
30,RL,,12342,Pave,IR1,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,4,5,1940,1950,Gable,CompShg,VinylSd,VinylSd,0.0,3,3,CBlock,3,3,0,262,0,599,861,GasA,5,Y,SBrkr,861,0,0,861,0,0,1,0,1,1,3,4,Typ,0,0,Detchd,1961.0,Unf,2,539,3,3,Y,158,0,0,0,0,0,0,3,2009,WD,Normal,82500,True,False,False,False,False,False,False,False,False,False,False,True
